anon_id,event_name,event_ts,event_property
a_1129988264,login,2026-06-15 11:00:00,
a_1070875729,login,2026-07-28 21:00:00,
a_3457945957,login,2026-08-02 00:00:00,
a_8346215020,login,2026-04-23 21:00:00,
a_1560232570,forum_post,2026-02-25 21:00:00,
a_2429541003,company_search,2026-02-04 14:00:00,Bank of America
a_8697514640,login,2026-02-14 21:00:00,
a_2251216013,content_view,2026-04-04 02:00:00,
a_5568445062,login,2026-07-03 10:00:00,
a_6489735126,content_view,2026-02-16 03:00:00,
a_6282073286,company_search,2026-05-11 12:00:00,Blackstone
a_1734969145,content_view,2026-04-05 04:00:00,
a_4993828314,content_view,2026-07-02 01:00:00,
a_3211597469,content_view,2026-03-12 02:00:00,
a_6331079739,company_search,2026-07-18 02:00:00,Evercore
a_9628328404,content_view,2026-02-21 09:00:00,
a_5632216790,content_view,2026-05-09 04:00:00,
a_5112294737,content_view,2026-05-13 13:00:00,
a_8870234532,content_view,2026-05-06 05:00:00,
a_7704987402,company_search,2026-03-30 20:00:00,Evercore
a_6682342678,login,2026-03-27 11:00:00,
a_5508661384,content_view,2026-06-05 04:00:00,
a_3689002149,content_view,2026-03-26 08:00:00,
a_5906840502,content_view,2026-06-15 18:00:00,
a_2112718571,content_view,2026-03-31 09:00:00,
a_2287101783,content_view,2026-01-16 00:00:00,
a_4277488200,login,2026-05-11 23:00:00,
a_5382946748,login,2026-01-30 17:00:00,
a_6591034480,content_view,2026-02-03 05:00:00,
a_4169094305,content_view,2026-05-10 07:00:00,
a_2292762529,forum_post,2026-06-30 19:00:00,
a_4128106506,content_view,2026-03-04 04:00:00,
a_8409765618,company_search,2026-02-13 18:00:00,Jefferies
a_9749489929,forum_post,2026-07-27 23:00:00,
a_9091295308,content_view,2026-07-26 13:00:00,
a_4736921469,content_view,2026-04-25 03:00:00,
a_5113310250,content_view,2026-07-02 14:00:00,
a_8273456482,content_view,2026-03-29 21:00:00,
a_8697514640,company_search,2026-02-24 02:00:00,Morgan Stanley
a_7813771922,content_view,2026-05-27 16:00:00,
a_4285573853,login,2026-06-10 09:00:00,
a_9280175129,course_preview,2026-02-08 19:00:00,Valuation
a_8428115083,company_search,2026-01-08 03:00:00,Goldman Sachs
a_3128235721,login,2026-01-26 01:00:00,
a_5296905535,content_view,2026-02-17 07:00:00,
a_2529299631,login,2026-07-31 10:00:00,
a_3211597469,course_preview,2026-07-09 17:00:00,Networking 101
a_5654677591,login,2026-04-28 23:00:00,
a_6822749735,company_search,2026-06-22 11:00:00,Jefferies
a_9445464524,login,2026-06-25 11:00:00,
a_6384069808,login,2026-07-20 10:00:00,
a_8409100469,content_view,2026-07-28 02:00:00,
a_4128106506,content_view,2026-06-09 16:00:00,
a_5018345700,login,2026-05-02 04:00:00,
a_3614876440,login,2026-02-24 06:00:00,
a_6329418466,course_preview,2026-04-25 19:00:00,Networking 101
a_9918634361,company_search,2026-05-24 12:00:00,Bank of America
a_6297736004,login,2026-06-11 11:00:00,
a_7325491874,content_view,2026-07-24 01:00:00,
a_4557621016,course_preview,2026-01-26 01:00:00,Financial Modeling
a_8326287686,content_view,2026-04-02 21:00:00,
a_2476669212,content_view,2026-02-10 17:00:00,
a_4889452930,content_view,2026-07-04 15:00:00,
a_4967599636,content_view,2026-05-01 03:00:00,
a_7521862400,login,2026-02-13 22:00:00,
a_9249982849,login,2026-03-25 05:00:00,
a_5921778716,company_search,2026-06-30 20:00:00,Bank of America
a_7621717886,content_view,2026-03-06 21:00:00,
a_3170617601,login,2026-07-20 17:00:00,
a_3739705479,company_search,2026-06-29 21:00:00,Morgan Stanley
a_8999248126,course_preview,2026-03-13 21:00:00,LBO Mastery
a_5208925014,login,2026-05-26 21:00:00,
a_2153911019,content_view,2026-05-16 19:00:00,
a_6407741480,content_view,2026-05-17 11:00:00,
a_6359036126,content_view,2026-04-27 10:00:00,
a_5806316656,login,2026-06-01 16:00:00,
a_6284636629,content_view,2026-01-16 19:00:00,
a_5028274717,login,2026-03-06 08:00:00,
a_9934235191,company_search,2026-02-08 15:00:00,JPMorgan
a_6118712513,course_preview,2026-04-30 18:00:00,IB Interview Prep
a_6372335284,content_view,2026-07-17 03:00:00,
a_4966271473,login,2026-04-30 05:00:00,
a_6822749735,content_view,2026-04-15 13:00:00,
a_5965518233,login,2026-02-09 08:00:00,
a_3202598061,content_view,2026-02-22 16:00:00,
a_3977413676,content_view,2026-01-23 01:00:00,
a_4447391793,content_view,2026-04-01 15:00:00,
a_2315772300,content_view,2026-02-22 00:00:00,
a_3800832008,login,2026-01-31 01:00:00,
a_1188551725,login,2026-01-24 17:00:00,
a_3298336150,company_search,2026-07-23 01:00:00,Jefferies
a_8475442666,login,2026-07-13 03:00:00,
a_1128595309,login,2026-01-05 17:00:00,
a_8815357375,forum_post,2026-06-20 16:00:00,
a_3908107033,login,2026-02-06 04:00:00,
a_3846594329,course_preview,2026-06-26 15:00:00,IB Interview Prep
a_6752880450,forum_post,2026-02-28 20:00:00,
a_5112294737,login,2026-07-02 12:00:00,
a_6267175883,resume_tool_use,2026-01-31 01:00:00,
a_1188484687,content_view,2026-01-27 13:00:00,
a_9091295308,content_view,2026-03-11 08:00:00,
a_8532067942,forum_post,2026-02-08 17:00:00,
a_8335409368,content_view,2026-07-31 00:00:00,
a_7917531807,content_view,2026-06-02 01:00:00,
a_6501343553,login,2026-06-19 02:00:00,
a_1489624456,login,2026-04-10 19:00:00,
a_7056863010,content_view,2026-05-02 13:00:00,
a_3119696841,login,2026-02-13 06:00:00,
a_9655187677,login,2026-02-07 19:00:00,
a_1049652196,content_view,2026-07-27 21:00:00,
a_6464257166,content_view,2026-04-24 13:00:00,
a_8063079907,login,2026-03-14 02:00:00,
a_3334568322,content_view,2026-07-09 03:00:00,
a_9512299267,content_view,2026-03-15 01:00:00,
a_6018176494,forum_post,2026-04-06 16:00:00,
a_1811005883,company_search,2026-06-15 22:00:00,JPMorgan
a_6493357826,company_search,2026-05-23 08:00:00,Goldman Sachs
a_5725752757,company_search,2026-03-11 18:00:00,JPMorgan
a_3288522394,company_search,2026-01-25 03:00:00,Blackstone
a_8300577724,login,2026-03-04 16:00:00,
a_6634996365,content_view,2026-07-10 21:00:00,
a_9271053460,content_view,2026-06-10 14:00:00,
a_8525345499,login,2026-01-05 21:00:00,
a_7255921355,login,2026-07-29 16:00:00,
a_7444896466,login,2026-02-07 20:00:00,
a_4647987649,content_view,2026-08-02 10:00:00,
a_7704987402,login,2026-06-21 01:00:00,
a_9600987579,company_search,2026-05-12 15:00:00,Evercore
a_7567361907,course_preview,2026-04-11 16:00:00,Networking 101
a_5842670274,login,2026-04-27 12:00:00,
a_5700120197,content_view,2026-02-03 13:00:00,
a_5148848889,content_view,2026-02-22 02:00:00,
a_3073074427,login,2026-04-01 02:00:00,
a_7365916388,content_view,2026-06-23 22:00:00,
a_9954087299,content_view,2026-06-15 16:00:00,
a_2763956093,forum_post,2026-07-24 15:00:00,
a_9621242419,company_search,2026-07-20 11:00:00,Bank of America
a_9948500974,content_view,2026-07-12 15:00:00,
a_8564836508,login,2026-05-24 18:00:00,
a_5771162150,content_view,2026-06-15 14:00:00,
a_8409100469,content_view,2026-01-20 13:00:00,
a_3274139560,login,2026-07-18 01:00:00,
a_5160339553,forum_post,2026-06-15 08:00:00,
a_9649267184,login,2026-01-26 11:00:00,
a_7572945871,content_view,2026-07-11 11:00:00,
a_9361702987,content_view,2026-01-23 02:00:00,
a_8121058004,forum_post,2026-04-21 06:00:00,
a_3288522394,login,2026-06-06 02:00:00,
a_4121532102,resume_tool_use,2026-01-05 10:00:00,
a_2771113916,content_view,2026-07-31 07:00:00,
a_6031641318,login,2026-03-10 08:00:00,
a_7356493441,content_view,2026-04-12 18:00:00,
a_9245712055,login,2026-04-12 14:00:00,
a_6307420131,login,2026-04-08 18:00:00,
a_3123968343,login,2026-07-24 07:00:00,
a_9958679608,login,2026-02-21 05:00:00,
a_6454182456,login,2026-04-26 07:00:00,
a_6494550493,content_view,2026-06-21 04:00:00,
a_8574594644,content_view,2026-04-26 05:00:00,
a_3698809100,content_view,2026-06-23 17:00:00,
a_2054652677,content_view,2026-05-07 09:00:00,
a_9928595352,forum_post,2026-07-06 05:00:00,
a_7945924082,content_view,2026-04-07 10:00:00,
a_3180303255,content_view,2026-03-20 21:00:00,
a_4930574770,content_view,2026-07-06 10:00:00,
a_7791687546,login,2026-05-09 06:00:00,
a_3384237863,company_search,2026-05-08 10:00:00,Jefferies
a_2313342286,course_preview,2026-03-12 01:00:00,LBO Mastery
a_7255921355,content_view,2026-02-26 01:00:00,
a_9384969987,login,2026-03-16 22:00:00,
a_9236554923,login,2026-03-14 13:00:00,
a_5265624738,forum_post,2026-05-01 21:00:00,
a_4125305155,content_view,2026-07-27 02:00:00,
a_2620830245,content_view,2026-03-10 22:00:00,
a_4424246591,content_view,2026-01-27 20:00:00,
a_3201978103,content_view,2026-03-08 20:00:00,
a_5654677591,content_view,2026-03-27 20:00:00,
a_5992708267,content_view,2026-05-29 00:00:00,
a_2089842102,content_view,2026-05-30 03:00:00,
a_3643039842,content_view,2026-06-21 18:00:00,
a_9413998613,login,2026-06-16 14:00:00,
a_2731734893,login,2026-05-26 05:00:00,
a_5023733847,login,2026-05-09 06:00:00,
a_9727527960,login,2026-07-16 01:00:00,
a_2686312185,content_view,2026-04-18 11:00:00,
a_1387599818,content_view,2026-03-23 04:00:00,
a_1780403093,content_view,2026-04-01 12:00:00,
a_3835128080,content_view,2026-02-15 23:00:00,
a_7338120112,content_view,2026-06-26 11:00:00,
a_2838982572,content_view,2026-04-09 05:00:00,
a_5305246585,content_view,2026-03-28 23:00:00,
a_5932607171,login,2026-03-12 12:00:00,
a_6917756495,login,2026-04-12 05:00:00,
a_4371733654,course_preview,2026-03-18 01:00:00,Financial Modeling
a_2301122384,course_preview,2026-07-30 12:00:00,Networking 101
a_8757408213,content_view,2026-05-12 00:00:00,
a_1514501360,login,2026-01-31 02:00:00,
a_6595661022,login,2026-05-28 05:00:00,
a_5485587713,content_view,2026-03-31 12:00:00,
a_3995659722,content_view,2026-04-23 14:00:00,
a_5992708267,content_view,2026-05-16 07:00:00,
a_8622455322,content_view,2026-06-30 00:00:00,
a_6168564973,login,2026-07-23 11:00:00,
a_1606488759,login,2026-05-02 21:00:00,
a_8812137978,content_view,2026-02-23 15:00:00,
a_6635883004,content_view,2026-03-30 00:00:00,
a_5973784764,login,2026-02-26 15:00:00,
a_6911033382,content_view,2026-07-09 10:00:00,
a_7084793688,course_preview,2026-07-30 08:00:00,LBO Mastery
a_8177033856,course_preview,2026-05-11 15:00:00,LBO Mastery
a_3032456299,content_view,2026-05-10 10:00:00,
a_3967285128,login,2026-05-14 07:00:00,
a_9659087527,login,2026-03-25 03:00:00,
a_9542916589,content_view,2026-07-01 15:00:00,
a_9574707423,course_preview,2026-05-17 03:00:00,Financial Modeling
a_4579579379,resume_tool_use,2026-01-14 13:00:00,
a_4510864576,login,2026-01-27 10:00:00,
a_2829822856,login,2026-07-30 21:00:00,
a_8445460084,content_view,2026-02-22 20:00:00,
a_8912928112,live_resume_session,2026-04-29 00:00:00,
a_7982544435,login,2026-05-13 22:00:00,
a_9050522472,course_preview,2026-02-20 04:00:00,Financial Modeling
a_5719635367,login,2026-04-12 10:00:00,
a_8243572026,forum_post,2026-07-14 03:00:00,
a_4409089638,login,2026-02-23 22:00:00,
a_9751653056,content_view,2026-06-28 12:00:00,
a_7768913559,login,2026-02-22 09:00:00,
a_8875068625,login,2026-03-12 17:00:00,
a_3633457299,login,2026-04-28 19:00:00,
a_4546817434,content_view,2026-01-12 23:00:00,
a_2495713072,content_view,2026-04-04 08:00:00,
a_6407741480,login,2026-01-23 22:00:00,
a_7327727639,content_view,2026-03-23 02:00:00,
a_6118597507,login,2026-01-22 18:00:00,
a_1444814459,content_view,2026-05-11 17:00:00,
a_6499530418,content_view,2026-07-05 20:00:00,
a_6357072348,login,2026-03-07 14:00:00,
a_6359036126,course_preview,2026-03-31 02:00:00,Networking 101
a_2418604515,login,2026-01-10 12:00:00,
a_4878510909,login,2026-03-23 17:00:00,
a_2890451065,content_view,2026-07-27 03:00:00,
a_8605061484,login,2026-07-14 21:00:00,
a_1552862621,content_view,2026-07-18 13:00:00,
a_4590822306,login,2026-08-02 01:00:00,
a_7924451781,login,2026-04-12 12:00:00,
a_9318833442,content_view,2026-02-20 23:00:00,
a_9711138322,login,2026-05-12 04:00:00,
a_8622455322,login,2026-06-25 00:00:00,
a_9602619953,content_view,2026-05-26 19:00:00,
a_2197509936,content_view,2026-03-26 11:00:00,
a_2716644651,company_search,2026-02-11 01:00:00,Evercore
a_6627384893,content_view,2026-02-10 19:00:00,
a_5438497502,login,2026-01-23 16:00:00,
a_7444896466,content_view,2026-06-01 17:00:00,
a_3391578683,login,2026-04-13 22:00:00,
a_5329813382,company_search,2026-07-08 00:00:00,Citi
a_3746100862,login,2026-01-09 21:00:00,
a_7313562181,login,2026-03-19 19:00:00,
a_1898477314,content_view,2026-07-16 22:00:00,
a_9086327952,content_view,2026-05-19 20:00:00,
a_4607647538,login,2026-03-30 14:00:00,
a_1159591459,course_preview,2026-03-17 07:00:00,Valuation
a_7574586365,content_view,2026-07-03 07:00:00,
a_5572409029,login,2026-05-03 22:00:00,
a_7197291855,login,2026-01-29 01:00:00,
a_1477859616,content_view,2026-04-04 12:00:00,
a_1758449721,login,2026-02-18 10:00:00,
a_4169094305,content_view,2026-02-16 13:00:00,
a_2177020067,company_search,2026-06-22 18:00:00,Morgan Stanley
a_3086012582,company_search,2026-07-24 01:00:00,JPMorgan
a_8834924145,login,2026-07-30 05:00:00,
a_9709292380,company_search,2026-02-09 02:00:00,Bank of America
a_1926141159,content_view,2026-01-07 14:00:00,
a_6344305619,login,2026-04-10 20:00:00,
a_9092172196,content_view,2026-02-14 10:00:00,
a_2292762529,company_search,2026-08-02 04:00:00,Jefferies
a_2304505675,content_view,2026-06-19 14:00:00,
a_4387668628,content_view,2026-07-31 10:00:00,
a_9361702987,login,2026-04-29 17:00:00,
a_1525634179,login,2026-01-10 08:00:00,
a_3255387721,content_view,2026-01-21 05:00:00,
a_3342610814,company_search,2026-02-08 05:00:00,Blackstone
a_7025229923,login,2026-07-17 12:00:00,
a_5547580359,company_search,2026-06-18 07:00:00,Jefferies
a_3058877282,content_view,2026-06-06 07:00:00,
a_2321930930,content_view,2026-04-26 21:00:00,
a_6780728356,company_search,2026-05-06 17:00:00,Morgan Stanley
a_2182826784,login,2026-02-19 19:00:00,
a_8490224297,login,2026-06-17 05:00:00,
a_3735908131,content_view,2026-04-26 13:00:00,
a_1625115469,content_view,2026-01-11 23:00:00,
a_4380107737,content_view,2026-06-26 10:00:00,
a_9396786851,login,2026-02-01 07:00:00,
a_4247160091,login,2026-06-28 18:00:00,
a_5492420121,content_view,2026-04-13 03:00:00,
a_9659087527,forum_post,2026-08-02 06:00:00,
a_9136047136,login,2026-06-14 14:00:00,
a_3515996759,content_view,2026-05-05 19:00:00,
a_8346215020,company_search,2026-06-22 12:00:00,JPMorgan
a_6955702119,content_view,2026-04-13 22:00:00,
a_7975214986,content_view,2026-02-07 05:00:00,
a_3703360509,content_view,2026-06-07 11:00:00,
a_4403572270,content_view,2026-03-10 05:00:00,
a_2498275058,content_view,2026-01-24 00:00:00,
a_2611120484,login,2026-07-03 02:00:00,
a_1564377331,course_preview,2026-04-08 15:00:00,Networking 101
a_1500240168,login,2026-04-15 00:00:00,
a_6258087983,content_view,2026-04-22 13:00:00,
a_3603906742,content_view,2026-03-16 03:00:00,
a_3989657503,login,2026-05-07 10:00:00,
a_6193184348,content_view,2026-07-21 11:00:00,
a_9291705151,company_search,2026-06-22 10:00:00,Blackstone
a_4193984319,login,2026-05-06 12:00:00,
a_4967599636,company_search,2026-05-14 07:00:00,Goldman Sachs
a_5719635367,content_view,2026-04-12 08:00:00,
a_7621717886,content_view,2026-05-06 01:00:00,
a_7341039329,company_search,2026-06-23 05:00:00,Evercore
a_2756501075,company_search,2026-04-30 17:00:00,Blackstone
a_8724374257,content_view,2026-03-31 18:00:00,
a_2928509929,content_view,2026-01-23 01:00:00,
a_2793214428,content_view,2026-02-28 21:00:00,
a_5961565801,content_view,2026-06-04 01:00:00,
a_1329094245,company_search,2026-02-11 07:00:00,Jefferies
a_7570714128,content_view,2026-02-26 03:00:00,
a_4513114545,login,2026-06-17 09:00:00,
a_7549173401,content_view,2026-02-25 03:00:00,
a_7411128099,content_view,2026-04-28 22:00:00,
a_3566270590,content_view,2026-02-26 17:00:00,
a_5885871385,login,2026-01-09 12:00:00,
a_1389667168,login,2026-04-12 11:00:00,
a_4907293442,content_view,2026-08-02 15:00:00,
a_7836895425,login,2026-05-20 02:00:00,
a_4993828314,mentor_booking,2026-03-07 18:00:00,
a_2673607962,content_view,2026-03-12 03:00:00,
a_7995988201,content_view,2026-07-05 22:00:00,
a_8701954258,company_search,2026-04-28 15:00:00,Jefferies
a_3149445142,forum_post,2026-01-30 04:00:00,
a_2880253318,content_view,2026-05-17 09:00:00,
a_4171343838,content_view,2026-02-13 00:00:00,
a_3895456537,forum_post,2026-04-05 02:00:00,
a_2810036199,course_preview,2026-03-12 10:00:00,LBO Mastery
a_2122051104,login,2026-06-05 03:00:00,
a_5869877833,company_search,2026-05-14 09:00:00,JPMorgan
a_8605061484,content_view,2026-05-09 22:00:00,
a_6328368324,resume_tool_use,2026-07-04 18:00:00,
a_8636738420,content_view,2026-03-01 23:00:00,
a_9237187270,content_view,2026-06-17 09:00:00,
a_5191758236,company_search,2026-01-09 17:00:00,Morgan Stanley
a_3092924926,content_view,2026-07-07 23:00:00,
a_6411703227,content_view,2026-05-06 19:00:00,
a_3643039842,content_view,2026-03-25 18:00:00,
a_6282073286,content_view,2026-04-13 03:00:00,
a_1541417345,content_view,2026-07-06 13:00:00,
a_6296382970,content_view,2026-03-28 22:00:00,
a_3643039842,content_view,2026-08-02 03:00:00,
a_2756501075,forum_post,2026-02-03 12:00:00,
a_3656835006,content_view,2026-06-13 23:00:00,
a_2185535889,forum_post,2026-03-31 05:00:00,
a_3438197117,content_view,2026-04-14 20:00:00,
a_7979253999,login,2026-03-16 18:00:00,
a_7534252893,company_search,2026-05-26 02:00:00,JPMorgan
a_3058877282,login,2026-04-20 20:00:00,
a_2870694408,content_view,2026-06-19 21:00:00,
a_8049720754,login,2026-06-08 08:00:00,
a_1944550593,resume_tool_use,2026-03-15 23:00:00,
a_1780403093,content_view,2026-03-09 12:00:00,
a_7540491628,login,2026-02-17 13:00:00,
a_6277691696,content_view,2026-04-28 23:00:00,
a_9659337392,content_view,2026-05-23 22:00:00,
a_1476002177,login,2026-02-26 17:00:00,
a_9353279154,login,2026-01-19 22:00:00,
a_2319660562,login,2026-01-17 19:00:00,
a_3739419313,content_view,2026-04-25 03:00:00,
a_1162728070,login,2026-06-11 12:00:00,
a_1738721080,content_view,2026-01-31 09:00:00,
a_4193984319,content_view,2026-07-09 05:00:00,
a_4444953227,login,2026-03-03 19:00:00,
a_2631556007,login,2026-04-28 10:00:00,
a_6155970364,content_view,2026-04-13 04:00:00,
a_6988267358,content_view,2026-06-22 22:00:00,
a_1452994356,content_view,2026-04-25 23:00:00,
a_3807452488,login,2026-06-08 03:00:00,
a_3330799848,login,2026-05-27 03:00:00,
a_4224249181,company_search,2026-01-06 01:00:00,Jefferies
a_2756501075,login,2026-07-26 08:00:00,
a_9270000708,login,2026-04-28 04:00:00,
a_2418666049,content_view,2026-05-20 10:00:00,
a_9142953943,content_view,2026-01-20 02:00:00,
a_1432802016,login,2026-05-22 13:00:00,
a_6307420131,company_search,2026-04-27 14:00:00,Citi
a_1826859568,login,2026-03-31 11:00:00,
a_5906840502,forum_post,2026-03-16 23:00:00,
a_5402717985,content_view,2026-03-28 10:00:00,
a_9249982849,content_view,2026-05-15 15:00:00,
a_1813577193,content_view,2026-03-16 00:00:00,
a_9327838255,content_view,2026-01-19 17:00:00,
a_7411128099,login,2026-04-19 16:00:00,
a_1990193331,company_search,2026-04-02 01:00:00,Bank of America
a_7401152199,content_view,2026-01-18 01:00:00,
a_3683659817,content_view,2026-04-20 09:00:00,
a_3230042185,login,2026-02-06 11:00:00,
a_3883615548,company_search,2026-04-12 20:00:00,Jefferies
a_7365802486,content_view,2026-05-21 12:00:00,
a_2907470051,login,2026-02-07 03:00:00,
a_4898029834,login,2026-02-11 10:00:00,
a_7975214986,content_view,2026-05-20 09:00:00,
a_1346429373,content_view,2026-03-20 15:00:00,
a_6118597507,login,2026-02-17 11:00:00,
a_4691610267,login,2026-07-24 08:00:00,
a_4268039066,course_preview,2026-03-28 06:00:00,Financial Modeling
a_3909660054,content_view,2026-04-21 11:00:00,
a_1585264480,forum_post,2026-07-27 15:00:00,
a_4487896982,login,2026-03-18 11:00:00,
a_1944550593,content_view,2026-03-01 12:00:00,
a_9174851742,login,2026-06-16 10:00:00,
a_6656820950,login,2026-08-02 23:00:00,
a_3923894547,course_preview,2026-06-27 12:00:00,Valuation
a_2185598502,login,2026-05-27 17:00:00,
a_9512299267,content_view,2026-07-11 12:00:00,
a_2214571175,content_view,2026-07-10 00:00:00,
a_3953800443,login,2026-01-06 07:00:00,
a_6118712513,content_view,2026-04-18 01:00:00,
a_1804149295,company_search,2026-01-25 09:00:00,Goldman Sachs
a_5932607171,login,2026-06-25 19:00:00,
a_9606334183,content_view,2026-05-31 09:00:00,
a_6454182456,content_view,2026-01-29 00:00:00,
a_6043721122,content_view,2026-04-24 20:00:00,
a_2292762529,mentor_booking,2026-04-06 01:00:00,
a_8160084174,content_view,2026-05-15 05:00:00,
a_3917539865,content_view,2026-07-14 10:00:00,
a_7414045589,live_resume_session,2026-03-04 07:00:00,
a_2081147769,content_view,2026-04-05 20:00:00,
a_9136833265,mentor_booking,2026-02-21 07:00:00,
a_4061825173,company_search,2026-01-09 11:00:00,JPMorgan
a_2933247980,company_search,2026-06-25 09:00:00,JPMorgan
a_1826859568,course_preview,2026-07-23 13:00:00,Valuation
a_2793214428,content_view,2026-03-01 17:00:00,
a_7782844102,course_preview,2026-05-14 16:00:00,IB Interview Prep
a_9109642620,login,2026-02-14 12:00:00,
a_6916493193,course_preview,2026-06-26 05:00:00,LBO Mastery
a_4894644543,content_view,2026-02-21 05:00:00,
a_3967285128,content_view,2026-07-14 15:00:00,
a_6184026404,login,2026-03-13 05:00:00,
a_3042831382,content_view,2026-04-30 10:00:00,
a_4586569321,company_search,2026-06-10 16:00:00,Citi
a_4396322994,content_view,2026-07-25 14:00:00,
a_3180303255,login,2026-04-01 01:00:00,
a_4565200200,login,2026-02-14 16:00:00,
a_9362778656,content_view,2026-05-08 03:00:00,
a_9845342531,login,2026-07-12 12:00:00,
a_2907470051,content_view,2026-06-16 01:00:00,
a_6127172965,content_view,2026-07-05 00:00:00,
a_2587713892,live_resume_session,2026-05-08 06:00:00,
a_9938003079,content_view,2026-07-16 05:00:00,
a_5646191431,login,2026-05-18 21:00:00,
a_1128595309,content_view,2026-01-22 06:00:00,
a_1254755637,login,2026-01-12 05:00:00,
a_4993828314,content_view,2026-06-02 21:00:00,
a_6603968602,content_view,2026-06-29 09:00:00,
a_4998001524,login,2026-02-24 16:00:00,
a_3996660706,course_preview,2026-03-27 08:00:00,LBO Mastery
a_8409100469,login,2026-06-20 07:00:00,
a_6744563250,content_view,2026-01-31 17:00:00,
a_6683794789,login,2026-06-08 13:00:00,
a_6595661022,login,2026-02-27 21:00:00,
a_7098265453,content_view,2026-01-17 01:00:00,
a_9795770517,content_view,2026-05-13 09:00:00,
a_3953800443,login,2026-04-18 23:00:00,
a_3009998971,login,2026-04-11 16:00:00,
a_7666967344,content_view,2026-01-30 06:00:00,
a_6258087983,content_view,2026-03-10 07:00:00,
a_1804149295,company_search,2026-03-28 21:00:00,Blackstone
a_7255921355,login,2026-06-02 02:00:00,
a_7432105065,course_preview,2026-01-23 10:00:00,Valuation
a_3504748154,content_view,2026-03-28 23:00:00,
a_4207021292,course_preview,2026-02-12 04:00:00,Networking 101
a_1638148848,login,2026-02-14 03:00:00,
a_1157127766,content_view,2026-07-02 23:00:00,
a_6277691696,login,2026-05-17 11:00:00,
a_8061580100,course_preview,2026-07-07 05:00:00,Networking 101
a_2026767559,login,2026-06-07 08:00:00,
a_3619164066,content_view,2026-08-01 14:00:00,
a_2808923668,content_view,2026-01-27 00:00:00,
a_5932607171,content_view,2026-05-03 10:00:00,
a_1546640477,login,2026-03-21 10:00:00,
a_8550610324,content_view,2026-06-10 03:00:00,
a_1088931319,login,2026-04-17 11:00:00,
a_7855138968,content_view,2026-06-07 02:00:00,
a_4865973205,company_search,2026-02-01 12:00:00,Goldman Sachs
a_8346215020,content_view,2026-06-12 18:00:00,
a_1791591863,content_view,2026-03-03 05:00:00,
a_4865973205,login,2026-07-02 21:00:00,
a_4295822158,login,2026-01-06 13:00:00,
a_4976324218,content_view,2026-06-11 10:00:00,
a_8903675360,login,2026-03-06 20:00:00,
a_1188484687,content_view,2026-06-10 17:00:00,
a_3570454235,content_view,2026-04-06 23:00:00,
a_5539933161,content_view,2026-01-07 02:00:00,
a_6481638998,content_view,2026-06-29 19:00:00,
a_8093191255,content_view,2026-03-13 00:00:00,
a_2327965038,course_preview,2026-03-25 00:00:00,LBO Mastery
a_3580133953,content_view,2026-05-11 02:00:00,
a_7976009040,company_search,2026-04-23 13:00:00,Citi
a_5786231013,content_view,2026-01-13 08:00:00,
a_2396867237,content_view,2026-07-25 09:00:00,
a_5366377765,content_view,2026-05-25 10:00:00,
a_4678269458,mentor_booking,2026-03-21 05:00:00,
a_1495870680,course_preview,2026-05-01 03:00:00,Valuation
a_9370315299,login,2026-06-11 00:00:00,
a_2611120484,content_view,2026-02-11 09:00:00,
a_3288522394,login,2026-01-28 05:00:00,
a_2529299631,content_view,2026-07-13 13:00:00,
a_1336069547,login,2026-01-30 14:00:00,
a_9548310591,login,2026-03-01 06:00:00,
a_5836278263,login,2026-01-27 14:00:00,
a_4893255683,content_view,2026-06-04 13:00:00,
a_9091295308,login,2026-06-28 17:00:00,
a_3491516682,content_view,2026-03-06 20:00:00,
a_8195639901,content_view,2026-06-23 11:00:00,
a_4433159651,content_view,2026-07-08 21:00:00,
a_4398892146,content_view,2026-08-01 21:00:00,
a_8285718364,login,2026-04-20 11:00:00,
a_7273871148,login,2026-02-09 14:00:00,
a_2141889354,course_preview,2026-04-30 10:00:00,IB Interview Prep
a_3312256405,content_view,2026-05-02 20:00:00,
a_7839617004,content_view,2026-02-06 05:00:00,
a_3880304340,content_view,2026-06-27 17:00:00,
a_7936507225,live_resume_session,2026-02-12 07:00:00,
a_1878559445,course_preview,2026-04-25 05:00:00,Valuation
a_4786858937,company_search,2026-06-15 07:00:00,Blackstone
a_1512510553,content_view,2026-01-25 11:00:00,
a_7855138968,content_view,2026-06-11 13:00:00,
a_5912659299,content_view,2026-02-27 07:00:00,
a_1676304854,login,2026-02-17 04:00:00,
a_6328368324,login,2026-03-04 00:00:00,
a_3883615548,content_view,2026-02-25 00:00:00,
a_1304557908,course_preview,2026-04-07 06:00:00,Financial Modeling
a_1984659747,company_search,2026-03-31 16:00:00,JPMorgan
a_8428115083,content_view,2026-04-10 18:00:00,
a_2429541003,course_preview,2026-07-14 19:00:00,Financial Modeling
a_4675092209,content_view,2026-06-12 11:00:00,
a_1512510553,content_view,2026-07-12 08:00:00,
a_3735908131,company_search,2026-05-04 01:00:00,JPMorgan
a_7946707078,content_view,2026-06-24 05:00:00,
a_3930963898,content_view,2026-01-22 23:00:00,
a_2864926693,company_search,2026-03-02 05:00:00,Jefferies
a_3815241046,login,2026-06-05 19:00:00,
a_3211597469,login,2026-02-28 23:00:00,
a_8019667189,content_view,2026-08-01 19:00:00,
