user_id,email_open_rate,email_click_rate
U101198,0.393,0.203
U101199,0.431,0.202
U101200,0.524,0.271
U101201,0.293,0.163
U101202,0.126,0.057
U101203,0.68,0.273
U101205,0.327,0.193
U101206,0.415,0.222
U101207,0.415,0.154
U101208,0.324,0.152
U101209,0.404,0.242
U101210,0.426,0.18
U101211,0.664,0.274
U101212,0.47,0.251
U101213,0.493,0.213
U101214,0.455,0.231
U101215,0.62,0.222
U101216,0.419,0.246
U101217,0.382,0.182
U101218,0.104,0.038
U101219,0.617,0.33
U101220,0.199,0.116
U101221,0.664,0.328
U101222,0.73,0.297
U101223,0.533,0.254
U101224,0.495,0.216
U101225,0.084,0.04
U101226,0.468,0.189
U101227,0.587,0.335
U101228,0.741,0.296
U101229,0.257,0.142
U101230,0.497,0.212
U101231,0.237,0.089
U101232,0.429,0.198
U101233,0.619,0.339
U101234,0.443,0.178
U101235,0.383,0.143
U101236,0.374,0.19
U101237,0.338,0.166
U101238,0.788,0.332
U101239,0.227,0.084
U101241,0.412,0.229
U101242,0.294,0.133
U101243,0.693,0.334
U101244,0.577,0.289
U101245,0.283,0.126
U101246,0.633,0.363
U101247,0.785,0.423
U101248,0.403,0.203
U101249,0.488,0.246
U101250,0.289,0.157
U101251,0.237,0.131
U101252,0.619,0.326
U101253,0.337,0.143
U101254,0.331,0.136
U101255,0.725,0.36
U101256,0.287,0.17
U101257,0.388,0.172
U101258,0.457,0.172
U101259,0.64,0.254
U101260,0.502,0.249
U101261,0.714,0.326
U101262,0.314,0.129
U101263,0.407,0.231
U101264,0.405,0.151
U101265,0.691,0.261
U101266,0.712,0.359
U101267,0.732,0.329
U101268,0.35,0.16
U101269,0.627,0.294
U101270,0.415,0.158
U101271,0.623,0.3
U101272,0.403,0.143
U101273,0.481,0.219
U101274,0.476,0.246
U101275,0.387,0.203
U101276,0.567,0.229
U101277,0.566,0.255
U101278,0.369,0.17
U101279,0.457,0.269
U101280,0.318,0.132
U101281,0.65,0.321
U101282,0.642,0.287
U101283,0.389,0.212
U101284,0.283,0.126
U101285,0.836,0.293
U101286,0.198,0.102
U101287,0.327,0.181
U101288,0.907,0.507
U101289,0.428,0.241
U101290,0.397,0.219
U101291,0.217,0.089
U101292,0.506,0.288
U101293,0.19,0.071
U101294,0.302,0.161
U101295,0.413,0.222
U101296,0.271,0.151
U101297,0.323,0.171
U101298,0.689,0.374
U101299,0.475,0.177
U101300,0.264,0.15
U101301,0.67,0.325
U101302,0.214,0.087
U101303,0.669,0.35
U101304,0.454,0.173
U101305,0.608,0.257
U101306,0.665,0.28
U101307,0.32,0.138
U101308,0.597,0.296
U101309,0.718,0.332
U101310,0.405,0.157
U101311,0.512,0.242
U101312,0.265,0.115
U101313,0.382,0.156
U101314,0.393,0.232
U101315,0.441,0.16
U101316,0.93,0.52
U101317,0.282,0.163
U101318,0.627,0.305
U101319,0.431,0.221
U101320,0.352,0.191
U101322,0.712,0.35
U101323,0.745,0.336
U101324,0.674,0.396
U101325,0.158,0.085
U101326,0.428,0.229
U101327,0.376,0.134
U101328,0.573,0.235
U101329,0.554,0.242
U101330,0.16,0.08
U101331,0.156,0.073
U101332,0.476,0.197
U101333,0.589,0.287
U101334,0.7,0.26
U101335,0.561,0.262
U101336,0.504,0.224
U101337,0.223,0.126
U101338,0.378,0.216
U101339,0.522,0.243
U101340,0.608,0.355
U101341,0.417,0.233
U101342,0.331,0.187
U101343,0.5,0.28
U101344,0.312,0.144
U101346,0.385,0.19
U101347,0.696,0.253
U101348,0.436,0.155
U101349,0.454,0.261
U101350,0.417,0.242
U101351,0.805,0.306
U101352,0.22,0.083
U101353,0.433,0.241
U101354,0.132,0.066
U101355,0.296,0.174
U101356,0.513,0.293
U101357,0.436,0.246
U101358,0.627,0.305
U101359,0.676,0.339
U101360,0.521,0.307
U101361,0.695,0.279
U101362,0.886,0.363
U101363,0.461,0.204
U101365,0.423,0.152
U101366,0.238,0.099
U101367,0.851,0.497
U101368,0.439,0.171
U101369,0.39,0.192
U101370,0.561,0.302
U101371,0.623,0.341
U101372,0.411,0.245
U101373,0.439,0.232
U101374,0.525,0.223
U101375,0.247,0.091
U101376,0.573,0.226
U101377,0.519,0.21
U101378,0.437,0.249
U101379,0.69,0.359
U101380,0.547,0.286
U101381,0.598,0.216
U101382,0.464,0.205
U101383,0.543,0.226
U101384,0.748,0.341
U101385,0.678,0.379
U101386,0.628,0.245
U101387,0.37,0.154
U101388,0.838,0.345
U101389,0.646,0.245
U101390,0.74,0.356
U101392,0.568,0.259
U101393,0.399,0.157
U101394,0.361,0.202
U101395,0.254,0.092
U101396,0.629,0.294
U101397,0.621,0.319
U101398,0.471,0.263
U101399,0.585,0.295
U101400,0.286,0.16
U101402,0.087,0.041
U101403,0.558,0.214
U101404,0.745,0.321
U101405,0.375,0.17
U101406,0.399,0.182
U101407,0.582,0.275
U101408,0.358,0.13
U101409,0.732,0.35
U101410,0.382,0.153
U101411,0.419,0.233
U101412,0.273,0.128
U101413,0.543,0.239
U101414,0.72,0.34
U101415,0.546,0.248
U101416,0.626,0.342
U101417,0.545,0.209
U101418,0.435,0.169
U101419,0.723,0.412
U101420,0.551,0.314
U101421,0.243,0.109
U101422,0.413,0.17
U101423,0.434,0.251
U101424,0.544,0.276
U101425,0.707,0.27
U101426,0.419,0.174
U101427,0.707,0.293
U101428,0.301,0.14
U101429,0.68,0.277
U101430,0.605,0.221
U101431,0.5,0.266
U101432,0.235,0.136
U101433,0.428,0.182
U101434,0.453,0.2
U101435,0.284,0.148
U101436,0.628,0.243
U101437,0.386,0.23
U101438,0.489,0.271
U101439,0.536,0.233
U101440,0.386,0.203
U101441,0.241,0.1
U101442,0.902,0.497
U101443,0.483,0.244
U101444,0.654,0.247
U101445,0.694,0.396
U101446,0.51,0.283
U101447,0.221,0.087
U101448,0.435,0.18
U101449,0.769,0.346
U101450,0.478,0.198
U101452,0.505,0.284
U101453,0.683,0.281
U101454,0.621,0.368
U101455,0.312,0.178
U101457,0.7,0.309
U101458,0.271,0.1
U101459,0.51,0.289
U101460,0.662,0.371
U101461,0.375,0.153
U101462,0.633,0.373
U101463,0.438,0.154
U101464,0.501,0.211
U101465,0.419,0.247
U101466,0.416,0.206
U101467,0.841,0.345
U101468,0.62,0.32
U101469,0.454,0.209
U101470,0.424,0.151
U101471,0.849,0.387
U101472,0.845,0.467
U101473,0.528,0.231
U101474,0.351,0.126
U101475,0.178,0.087
U101476,0.421,0.231
U101477,0.169,0.07
U101478,0.507,0.219
U101479,0.177,0.082
U101481,0.328,0.192
U101482,0.262,0.092
U101483,0.319,0.151
U101484,0.48,0.238
U101485,0.504,0.22
U101486,0.332,0.152
U101488,0.517,0.277
U101489,0.049,0.02
U101490,0.411,0.198
U101491,0.365,0.218
U101492,0.457,0.247
U101493,0.706,0.352
U101494,0.332,0.167
U101495,0.723,0.413
U101496,0.411,0.211
U101497,0.594,0.316
U101498,0.497,0.209
U101499,0.778,0.46
U101500,0.205,0.111
U101501,0.731,0.36
U101502,0.682,0.35
U101503,0.47,0.247
U101504,0.371,0.217
U101505,0.51,0.292
U101506,0.48,0.234
U101507,0.352,0.128
U101508,0.652,0.369
U101509,0.69,0.341
U101510,0.623,0.254
U101511,0.378,0.165
U101512,0.543,0.308
U101513,0.486,0.173
U101514,0.56,0.217
U101515,0.533,0.215
U101516,0.53,0.226
U101517,0.542,0.243
U101518,0.643,0.301
U101519,0.489,0.225
U101520,0.542,0.323
U101521,0.449,0.268
U101522,0.573,0.247
U101523,0.489,0.19
U101524,0.657,0.269
U101525,0.667,0.291
U101526,0.532,0.286
U101527,0.663,0.332
U101528,0.549,0.234
U101529,0.71,0.366
U101530,0.113,0.057
U101531,0.488,0.227
U101532,0.356,0.129
U101533,0.466,0.249
U101534,0.34,0.191
U101535,0.653,0.286
U101536,0.396,0.157
U101537,0.289,0.14
U101538,0.931,0.492
U101539,0.476,0.185
U101540,0.619,0.321
U101541,0.548,0.262
U101542,0.555,0.329
U101543,0.595,0.309
U101544,0.573,0.219
U101545,0.374,0.183
U101546,0.583,0.249
U101547,0.41,0.212
U101548,0.861,0.506
U101549,0.366,0.156
U101550,0.92,0.413
U101551,0.562,0.227
U101552,0.77,0.418
U101553,0.252,0.105
U101554,0.546,0.3
U101555,0.353,0.171
U101556,0.736,0.379
U101557,0.2,0.116
U101558,0.259,0.152
U101559,0.522,0.296
U101560,0.351,0.133
U101561,0.75,0.377
U101562,0.63,0.331
U101563,0.442,0.159
U101564,0.551,0.325
U101565,0.892,0.382
U101566,0.317,0.122
U101567,0.435,0.212
U101568,0.361,0.13
U101569,0.586,0.316
U101570,0.868,0.421
U101571,0.591,0.252
U101572,0.198,0.087
U101573,0.586,0.209
U101574,0.495,0.272
U101575,0.291,0.141
U101576,0.348,0.13
U101577,0.228,0.124
U101578,0.553,0.226
U101579,0.53,0.221
U101580,0.525,0.259
U101581,0.46,0.163
U101582,0.475,0.275
U101583,0.228,0.112
U101584,0.684,0.298
U101585,0.558,0.262
U101587,0.407,0.217
U101588,0.497,0.283
U101589,0.639,0.248
U101590,0.325,0.173
U101591,0.699,0.26
U101592,0.138,0.069
U101593,0.571,0.224
U101594,0.749,0.267
U101595,0.376,0.138
U101596,0.518,0.302
U101597,0.371,0.143
U101598,0.273,0.119
U101599,0.451,0.222
U101600,0.715,0.271
U101601,0.539,0.245
U101602,0.254,0.113
U101603,0.663,0.264
U101604,0.324,0.157
U101605,0.252,0.099
U101606,0.294,0.131
U101607,0.38,0.178
U101608,0.523,0.296
U101609,0.689,0.387
U101610,0.531,0.197
U101611,0.485,0.192
U101612,0.179,0.071
U101613,0.305,0.118
U101614,0.554,0.215
U101616,0.692,0.369
U101617,0.314,0.138
U101618,0.77,0.38
U101619,0.453,0.231
U101620,0.323,0.192
U101621,0.207,0.082
U101622,0.365,0.207
U101623,0.5,0.195
U101624,0.618,0.246
U101625,0.398,0.169
U101626,0.509,0.234
U101627,0.718,0.32
U101628,0.388,0.169
U101629,0.39,0.186
U101630,0.334,0.138
U101631,0.723,0.26
U101632,0.735,0.279
U101633,0.428,0.189
U101634,0.377,0.137
U101635,0.542,0.212
U101636,0.437,0.177
U101637,0.705,0.258
U101638,0.58,0.29
U101639,0.306,0.141
U101640,0.648,0.28
U101641,0.513,0.233
U101642,0.543,0.239
U101643,0.443,0.173
U101644,0.643,0.374
U101645,0.411,0.207
U101646,0.509,0.193
U101647,0.534,0.222
U101648,0.571,0.32
U101649,0.326,0.123
U101650,0.473,0.228
U101651,0.778,0.462
U101652,0.36,0.129
U101653,0.541,0.28
U101654,0.644,0.334
U101655,0.737,0.326
U101656,0.723,0.41
U101657,0.525,0.276
U101658,0.243,0.103
U101659,0.499,0.275
U101660,0.628,0.305
U101661,0.408,0.212
U101662,0.533,0.198
U101663,0.705,0.358
U101664,0.679,0.273
U101665,0.614,0.36
U101666,0.608,0.266
U101667,0.275,0.153
U101668,0.547,0.307
U101669,0.379,0.147
U101670,0.446,0.175
U101671,0.697,0.245
U101672,0.248,0.127
U101673,0.663,0.36
U101674,0.823,0.316
U101675,0.088,0.033
U101676,0.6,0.295
U101677,0.761,0.317
U101678,0.512,0.231
U101679,0.497,0.294
U101680,0.719,0.352
U101681,0.536,0.229
U101682,0.507,0.198
U101683,0.647,0.227
U101684,0.636,0.272
U101685,0.501,0.26
U101686,0.603,0.354
U101687,0.521,0.237
U101688,0.586,0.206
U101689,0.433,0.177
U101690,0.36,0.187
U101691,0.216,0.117
U101692,0.405,0.171
U101693,0.649,0.314
U101694,0.5,0.18
U101695,0.554,0.221
U101696,0.607,0.305
U101697,0.44,0.188
U101698,0.71,0.332
U101699,0.354,0.201
U101700,0.345,0.167
U101701,0.416,0.241
U101702,0.641,0.258
U101703,0.253,0.14
U101704,0.266,0.131
U101705,0.732,0.4
U101706,0.121,0.062
U101707,0.45,0.263
U101708,0.421,0.161
U101709,0.506,0.255
U101710,0.331,0.136
U101711,0.758,0.388
U101712,0.426,0.18
U101713,0.385,0.159
U101715,0.655,0.309
U101716,0.507,0.23
U101717,0.233,0.132
U101718,0.541,0.319
U101719,0.463,0.265
U101720,0.505,0.193
U101721,0.688,0.332
U101722,0.277,0.106
U101724,0.927,0.453
U101725,0.642,0.369
U101726,0.663,0.285
U101727,0.553,0.301
U101728,0.595,0.251
U101729,0.217,0.088
U101730,0.525,0.221
U101731,0.606,0.322
U101732,0.529,0.251
U101733,0.634,0.343
U101734,0.43,0.253
U101735,0.323,0.166
U101736,0.546,0.204
U101737,0.309,0.129
U101738,0.598,0.33
U101739,0.648,0.24
U101740,0.432,0.198
U101741,0.305,0.109
U101742,0.355,0.137
U101743,0.664,0.268
U101744,0.322,0.161
U101745,0.444,0.183
U101746,0.688,0.328
U101747,0.484,0.184
U101748,0.423,0.212
U101749,0.382,0.219
U101750,0.399,0.182
U101751,0.744,0.376
U101752,0.571,0.236
U101753,0.455,0.246
U101754,0.58,0.303
U101755,0.346,0.172
U101756,0.074,0.029
U101757,0.483,0.211
U101758,0.332,0.119
U101759,0.427,0.204
U101760,0.542,0.24
U101761,0.938,0.513
U101762,0.679,0.244
U101763,0.312,0.141
U101764,0.164,0.06
U101765,0.322,0.187
U101766,0.864,0.321
U101767,0.586,0.233
U101768,0.186,0.108
U101769,0.564,0.308
U101770,0.516,0.261
U101771,0.611,0.307
U101772,0.316,0.149
U101773,0.687,0.359
U101774,0.629,0.272
U101775,0.498,0.259
U101776,0.388,0.172
U101777,0.169,0.059
U101778,0.182,0.088
U101779,0.406,0.231
U101781,0.628,0.222
U101782,0.422,0.224
U101783,0.465,0.165
U101784,0.339,0.159
U101785,0.606,0.281
U101786,0.262,0.118
U101787,0.552,0.323
U101788,0.776,0.33
U101789,0.394,0.151
U101790,0.614,0.335
U101791,0.836,0.372
U101792,0.547,0.238
U101793,0.573,0.318
U101794,0.874,0.457
U101795,0.381,0.141
U101796,0.482,0.286
U101797,0.699,0.366
U101798,0.636,0.338
U101799,0.344,0.206
U101800,0.424,0.219
U101801,0.658,0.257
U101802,0.302,0.127
U101803,0.578,0.304
U101804,0.6,0.311
U101805,0.315,0.136
U101806,0.61,0.228
U101807,0.219,0.079
U101808,0.383,0.212
U101809,0.609,0.331
U101810,0.204,0.111
U101811,0.333,0.153
U101812,0.511,0.269
U101813,0.475,0.229
U101814,0.426,0.185
U101815,0.321,0.112
U101816,0.235,0.131
U101817,0.53,0.309
U101818,0.567,0.228
U101819,0.436,0.207
U101820,0.572,0.263
U101821,0.576,0.339
U101822,0.381,0.163
U101823,0.487,0.259
U101824,0.231,0.085
U101825,0.127,0.055
U101826,0.472,0.223
U101827,0.486,0.253
U101828,0.836,0.353
U101829,0.569,0.219
U101830,0.701,0.351
U101832,0.916,0.348
U101833,0.621,0.319
U101834,0.562,0.227
U101835,0.25,0.092
U101836,0.648,0.24
U101837,0.581,0.298
U101838,0.556,0.279
U101839,0.265,0.13
U101840,0.663,0.278
U101842,0.532,0.304
U101843,0.484,0.285
U101844,0.485,0.281
U101845,0.283,0.106
U101846,0.802,0.406
U101848,0.501,0.3
U101849,0.822,0.337
U101850,0.226,0.102
U101851,0.426,0.188
U101852,0.731,0.315
U101853,0.137,0.082
U101854,0.525,0.23
U101855,0.358,0.15
U101856,0.411,0.193
U101857,0.323,0.126
U101858,0.472,0.18
U101859,0.191,0.114
U101860,0.397,0.183
U101861,0.426,0.172
U101862,0.125,0.061
U101863,0.309,0.118
U101864,0.794,0.314
U101865,0.333,0.132
U101866,0.685,0.314
U101867,0.424,0.188
U101868,0.984,0.495
U101869,0.634,0.342
U101870,0.615,0.252
U101871,0.273,0.11
U101872,0.548,0.221
U101873,0.218,0.089
U101874,0.292,0.168
U101875,0.374,0.135
U101877,0.51,0.194
U101878,0.448,0.202
U101879,0.708,0.305
U101880,0.483,0.241
U101881,0.244,0.108
U101882,0.66,0.325
U101883,0.401,0.188
U101884,0.55,0.297
U101885,0.52,0.194
U101886,0.421,0.229
U101887,0.418,0.2
U101888,0.259,0.117
U101889,0.298,0.111
U101890,0.307,0.167
U101891,0.612,0.22
U101892,0.204,0.113
U101893,0.604,0.248
U101894,0.386,0.177
U101895,0.417,0.147
U101896,0.496,0.284
U101897,0.775,0.398
U101898,0.302,0.156
U101899,0.474,0.21
U101900,0.343,0.194
U101901,0.077,0.03
U101902,0.538,0.188
U101903,0.36,0.16
U101904,0.672,0.362
U101905,0.877,0.488
U101906,0.583,0.212
U101907,0.58,0.287
U101908,0.71,0.386
U101909,0.341,0.164
U101910,0.057,0.029
U101911,0.709,0.303
U101912,0.091,0.043
U101913,0.448,0.257
U101914,0.148,0.084
U101915,0.472,0.235
U101916,0.319,0.146
U101917,0.676,0.346
U101918,0.311,0.182
U101919,0.475,0.199
U101920,0.459,0.257
U101921,0.582,0.247
U101922,0.416,0.194
U101923,0.404,0.185
U101924,0.282,0.137
U101925,0.596,0.221
U101926,0.303,0.126
U101927,0.607,0.248
U101928,0.702,0.41
U101929,0.441,0.218
U101930,0.431,0.231
U101931,0.409,0.181
U101932,0.443,0.242
U101933,0.477,0.247
U101934,0.559,0.242
U101935,0.346,0.193
U101936,0.372,0.191
U101937,0.397,0.165
U101938,0.34,0.123
U101939,0.698,0.35
U101940,0.486,0.258
U101941,0.589,0.35
U101942,0.44,0.245
U101943,0.48,0.184
U101944,0.387,0.177
U101945,0.381,0.207
U101946,0.594,0.341
U101947,0.424,0.24
U101948,0.517,0.195
U101950,0.451,0.17
U101951,0.196,0.104
U101952,0.234,0.116
U101953,0.802,0.475
U101954,0.502,0.262
U101955,0.622,0.358
U101956,0.624,0.262
U101957,0.246,0.12
U101959,0.265,0.12
U101960,0.588,0.238
U101961,0.7,0.398
U101962,0.398,0.223
U101963,0.655,0.291
U101964,0.234,0.084
U101965,0.384,0.157
U101966,0.403,0.235
U101967,0.624,0.364
U101968,0.318,0.144
U101971,0.393,0.186
U101972,0.564,0.27
U101973,0.422,0.221
U101974,0.474,0.174
U101975,0.313,0.153
U101976,0.29,0.171
U101977,0.528,0.232
U101978,0.656,0.29
U101979,0.241,0.103
U101980,0.722,0.363
U101981,0.466,0.195
U101982,0.766,0.277
U101983,0.635,0.267
U101984,0.235,0.132
U101985,0.691,0.335
U101986,0.576,0.233
U101987,0.181,0.095
U101988,0.643,0.259
U101989,0.537,0.239
U101990,0.434,0.158
U101991,0.58,0.33
U101992,0.303,0.158
U101993,0.448,0.235
U101995,0.592,0.304
U101996,0.79,0.302
U101997,0.751,0.405
U101998,0.412,0.209
U101999,0.634,0.255
U102000,0.66,0.382
U102001,0.392,0.205
U102002,0.321,0.155
U102003,0.662,0.253
U102004,0.257,0.146
U102005,0.652,0.302
U102006,0.875,0.378
U102007,0.425,0.239
U102008,0.443,0.162
