user_id,profile_source,university_name,school_tier,class_year,major_name,major_cat
U102008,info_session_registration,Ohio State University,semi_target,junior,Engineering,stem
U100447,resume_template_form,University of Michigan,target,sophomore,Computer Science,stem
U100726,resume_template_form,Emory University,semi_target,junior,History,other
U100992,resume_workshop_registration,San Diego State,non_target,sophomore,Statistics,stem
U100028,self_completed_profile,Ohio State University,semi_target,senior,Communications,other
U101405,resume_workshop_registration,San Diego State,non_target,senior,Computer Science,stem
U100117,self_completed_profile,UT Austin,semi_target,senior,Psychology,other
U101024,resume_template_form,Harvard University,target,sophomore,Engineering,stem
U100242,resume_workshop_registration,Boston College,semi_target,junior,History,other
U100551,resume_template_form,University of Chicago,target,sophomore,Accounting,finance_econ
U100843,email_capture,University of Michigan,target,junior,Economics,finance_econ
U100688,resume_template_form,Harvard University,target,junior,Mathematics,stem
U101360,resume_workshop_registration,University of Kansas,non_target,senior,Communications,other
U101999,resume_template_form,University of Chicago,target,senior,Psychology,other
U101799,resume_template_form,San Diego State,non_target,senior,Political Science,other
U101184,resume_template_form,Ohio State University,semi_target,freshman,Communications,other
U101448,self_completed_profile,University of Virginia,semi_target,freshman,Psychology,other
U100211,info_session_registration,Harvard University,target,senior,Economics,finance_econ
U100178,info_session_registration,University of Illinois,semi_target,sophomore,History,other
U101741,email_capture,University of Virginia,semi_target,freshman,History,other
U101189,resume_template_form,Ohio State University,semi_target,sophomore,Computer Science,stem
U100427,email_capture,University of Nevada,non_target,senior,Mathematics,stem
U100572,resume_workshop_registration,Ohio State University,semi_target,junior,Economics,finance_econ
U100939,email_capture,University of Michigan,target,senior,Accounting,finance_econ
U101990,email_capture,University of Nevada,non_target,senior,Computer Science,stem
U101897,info_session_registration,University of Kansas,non_target,senior,Mathematics,stem
U101229,email_capture,University of Nevada,non_target,junior,Mathematics,stem
U100386,resume_workshop_registration,University of Pennsylvania,target,junior,Economics,finance_econ
U101684,self_completed_profile,Temple University,non_target,freshman,Communications,other
U101221,self_completed_profile,Harvard University,target,senior,Finance,finance_econ
U100855,info_session_registration,University of Kansas,non_target,senior,Communications,other
U100527,self_completed_profile,Boston College,semi_target,senior,Communications,other
U101603,resume_template_form,Ohio State University,semi_target,junior,Economics,finance_econ
U100342,info_session_registration,Kent State University,non_target,senior,Computer Science,stem
U100209,resume_workshop_registration,Temple University,non_target,junior,Finance,finance_econ
U100920,resume_workshop_registration,University of Virginia,semi_target,junior,History,other
U100284,resume_template_form,Arizona State University,non_target,sophomore,Psychology,other
U101726,resume_template_form,Emory University,semi_target,junior,History,other
U100857,resume_template_form,Boston College,semi_target,senior,Statistics,stem
U101590,resume_workshop_registration,University of Illinois,semi_target,sophomore,Engineering,stem
U101466,resume_template_form,University of Nevada,non_target,junior,Engineering,stem
U100029,self_completed_profile,University of Pennsylvania,target,senior,Economics,finance_econ
U101831,info_session_registration,University of Virginia,semi_target,sophomore,Psychology,other
U100725,email_capture,University of Nevada,non_target,sophomore,Psychology,other
U101001,resume_template_form,Emory University,semi_target,junior,Mathematics,stem
U100681,self_completed_profile,University of Virginia,semi_target,sophomore,Economics,finance_econ
U100933,resume_template_form,New York University,target,senior,Economics,finance_econ
U100287,email_capture,University of Kansas,non_target,freshman,Psychology,other
U101435,resume_template_form,Emory University,semi_target,freshman,Mathematics,stem
U101152,info_session_registration,University of Kansas,non_target,junior,Communications,other
U101308,info_session_registration,University of Chicago,target,freshman,Psychology,other
U101056,resume_workshop_registration,UT Austin,semi_target,senior,Mathematics,stem
U101303,self_completed_profile,University of Pennsylvania,target,senior,Economics,finance_econ
U101180,resume_workshop_registration,Cornell University,target,sophomore,Mathematics,stem
U100537,resume_template_form,Harvard University,target,sophomore,Accounting,finance_econ
U100383,resume_workshop_registration,University of Michigan,target,senior,Accounting,finance_econ
U100311,info_session_registration,University of Pennsylvania,target,freshman,Political Science,other
U100149,resume_template_form,University of Virginia,semi_target,junior,Statistics,stem
U100678,email_capture,University of Virginia,semi_target,senior,Mathematics,stem
U101227,resume_template_form,Kent State University,non_target,senior,Computer Science,stem
U100783,resume_template_form,University of Nevada,non_target,junior,Psychology,other
U101553,resume_template_form,San Diego State,non_target,freshman,Political Science,other
U100895,resume_workshop_registration,Kent State University,non_target,sophomore,Psychology,other
U101694,email_capture,Ohio State University,semi_target,freshman,Economics,finance_econ
U100980,email_capture,Emory University,semi_target,freshman,Political Science,other
U100177,resume_workshop_registration,Emory University,semi_target,senior,Psychology,other
U100994,self_completed_profile,University of Nevada,non_target,junior,Communications,other
U100087,email_capture,University of Illinois,semi_target,freshman,Political Science,other
U101634,self_completed_profile,University of Kansas,non_target,freshman,History,other
U100638,resume_workshop_registration,University of Illinois,semi_target,sophomore,Economics,finance_econ
U100822,resume_template_form,Cornell University,target,junior,Political Science,other
U100922,info_session_registration,Temple University,non_target,senior,Communications,other
U100583,email_capture,Harvard University,target,junior,Mathematics,stem
U100614,info_session_registration,Temple University,non_target,junior,Engineering,stem
U100437,info_session_registration,Cornell University,target,sophomore,Political Science,other
U100463,email_capture,Arizona State University,non_target,senior,Accounting,finance_econ
U100970,resume_template_form,University of Virginia,semi_target,junior,Statistics,stem
U100085,resume_template_form,Emory University,semi_target,freshman,Economics,finance_econ
U101761,resume_template_form,University of Illinois,semi_target,freshman,Psychology,other
U100485,info_session_registration,University of Chicago,target,junior,Engineering,stem
U101543,resume_template_form,University of Virginia,semi_target,junior,Statistics,stem
U101164,self_completed_profile,Ohio State University,semi_target,sophomore,Economics,finance_econ
U100590,info_session_registration,Kent State University,non_target,sophomore,Statistics,stem
U100529,email_capture,Temple University,non_target,senior,Accounting,finance_econ
U100759,email_capture,Kent State University,non_target,junior,Accounting,finance_econ
U100240,resume_workshop_registration,Boston College,semi_target,junior,Communications,other
U101344,info_session_registration,Kent State University,non_target,senior,Computer Science,stem
U101260,resume_template_form,University of Chicago,target,sophomore,Finance,finance_econ
U101993,resume_template_form,University of Michigan,target,senior,Computer Science,stem
U100491,resume_template_form,University of Virginia,semi_target,senior,Psychology,other
U101072,info_session_registration,Temple University,non_target,freshman,Political Science,other
U101370,resume_workshop_registration,Harvard University,target,junior,Communications,other
U101995,email_capture,Ohio State University,semi_target,freshman,Computer Science,stem
U101872,email_capture,Kent State University,non_target,sophomore,Mathematics,stem
U100108,info_session_registration,Ohio State University,semi_target,junior,Economics,finance_econ
U100031,self_completed_profile,Emory University,semi_target,sophomore,Communications,other
U101054,resume_workshop_registration,UT Austin,semi_target,junior,Political Science,other
U101745,resume_template_form,Arizona State University,non_target,sophomore,Accounting,finance_econ
U100111,resume_template_form,University of Nevada,non_target,senior,Computer Science,stem
U100400,email_capture,New York University,target,junior,Economics,finance_econ
U100077,email_capture,Cornell University,target,junior,Accounting,finance_econ
U101855,resume_template_form,San Diego State,non_target,senior,History,other
U101792,email_capture,Harvard University,target,junior,Economics,finance_econ
U101058,info_session_registration,University of Illinois,semi_target,senior,Economics,finance_econ
U101084,info_session_registration,Harvard University,target,sophomore,Mathematics,stem
U100399,email_capture,Kent State University,non_target,senior,History,other
U100300,resume_template_form,Harvard University,target,junior,Economics,finance_econ
U101358,info_session_registration,Boston College,semi_target,sophomore,Accounting,finance_econ
U101262,info_session_registration,University of Illinois,semi_target,sophomore,Psychology,other
U100450,info_session_registration,University of Nevada,non_target,sophomore,Engineering,stem
U100845,info_session_registration,Boston College,semi_target,freshman,Psychology,other
U101983,resume_workshop_registration,University of Pennsylvania,target,junior,Economics,finance_econ
U101758,email_capture,University of Pennsylvania,target,sophomore,Accounting,finance_econ
U100562,email_capture,Arizona State University,non_target,freshman,Psychology,other
U101200,resume_template_form,University of Virginia,semi_target,junior,Accounting,finance_econ
U101453,resume_template_form,University of Illinois,semi_target,junior,Accounting,finance_econ
U100990,resume_workshop_registration,University of Pennsylvania,target,sophomore,Communications,other
U100093,resume_template_form,University of Michigan,target,junior,Economics,finance_econ
U101645,resume_template_form,University of Michigan,target,sophomore,Engineering,stem
U101012,resume_template_form,University of Illinois,semi_target,sophomore,Accounting,finance_econ
U101593,resume_workshop_registration,Boston College,semi_target,freshman,Economics,finance_econ
U101378,resume_workshop_registration,San Diego State,non_target,freshman,Psychology,other
U101698,info_session_registration,Ohio State University,semi_target,sophomore,Psychology,other
U101809,email_capture,University of Nevada,non_target,sophomore,Economics,finance_econ
U101121,resume_workshop_registration,University of Pennsylvania,target,senior,Political Science,other
U101438,resume_workshop_registration,Arizona State University,non_target,junior,Communications,other
U100376,info_session_registration,Harvard University,target,junior,Accounting,finance_econ
U100757,resume_workshop_registration,Cornell University,target,senior,Psychology,other
U100356,resume_template_form,University of Chicago,target,junior,History,other
U100508,resume_template_form,Harvard University,target,senior,Economics,finance_econ
U101345,resume_template_form,Emory University,semi_target,senior,Accounting,finance_econ
U100192,email_capture,University of Chicago,target,junior,Accounting,finance_econ
U100934,resume_workshop_registration,Ohio State University,semi_target,freshman,Accounting,finance_econ
U101554,resume_template_form,UT Austin,semi_target,sophomore,Accounting,finance_econ
U101702,resume_workshop_registration,Ohio State University,semi_target,sophomore,Finance,finance_econ
U100395,resume_template_form,Ohio State University,semi_target,senior,Psychology,other
U101063,resume_workshop_registration,University of Virginia,semi_target,freshman,Engineering,stem
U100594,resume_workshop_registration,UT Austin,semi_target,senior,Mathematics,stem
U100868,self_completed_profile,Emory University,semi_target,junior,Mathematics,stem
U101124,info_session_registration,University of Pennsylvania,target,senior,Political Science,other
U100556,info_session_registration,Ohio State University,semi_target,freshman,Economics,finance_econ
U100901,info_session_registration,Emory University,semi_target,junior,Political Science,other
U100207,resume_workshop_registration,UT Austin,semi_target,junior,History,other
U101881,email_capture,University of Illinois,semi_target,junior,Communications,other
U100685,info_session_registration,UT Austin,semi_target,junior,Accounting,finance_econ
U100396,resume_workshop_registration,Kent State University,non_target,freshman,History,other
U100174,resume_template_form,University of Kansas,non_target,sophomore,Accounting,finance_econ
U100727,resume_template_form,UT Austin,semi_target,junior,Statistics,stem
U101731,info_session_registration,Boston College,semi_target,senior,Political Science,other
U101376,resume_template_form,Kent State University,non_target,junior,Psychology,other
U101195,email_capture,Temple University,non_target,junior,History,other
U100101,resume_workshop_registration,University of Michigan,target,senior,Psychology,other
U100633,info_session_registration,Emory University,semi_target,senior,Communications,other
U101569,resume_template_form,Kent State University,non_target,junior,Finance,finance_econ
U101771,resume_template_form,University of Illinois,semi_target,junior,Political Science,other
U100710,resume_template_form,Kent State University,non_target,junior,Engineering,stem
U101460,self_completed_profile,Temple University,non_target,freshman,Communications,other
U100495,resume_template_form,San Diego State,non_target,sophomore,Computer Science,stem
U100842,email_capture,Emory University,semi_target,sophomore,Psychology,other
U100143,resume_workshop_registration,University of Chicago,target,junior,Finance,finance_econ
U101862,email_capture,Temple University,non_target,sophomore,Computer Science,stem
U101337,email_capture,University of Illinois,semi_target,junior,Communications,other
U100651,self_completed_profile,Harvard University,target,senior,Accounting,finance_econ
U100593,self_completed_profile,University of Illinois,semi_target,junior,Accounting,finance_econ
U101508,email_capture,Boston College,semi_target,freshman,Psychology,other
U100662,resume_template_form,Emory University,semi_target,senior,Accounting,finance_econ
U101040,self_completed_profile,Arizona State University,non_target,senior,Finance,finance_econ
U100969,resume_workshop_registration,Kent State University,non_target,junior,Psychology,other
U101816,email_capture,University of Kansas,non_target,junior,Political Science,other
U100897,email_capture,University of Pennsylvania,target,junior,Political Science,other
U101371,resume_template_form,University of Pennsylvania,target,junior,Engineering,stem
U100699,resume_template_form,University of Virginia,semi_target,freshman,Economics,finance_econ
U101095,info_session_registration,Harvard University,target,junior,Computer Science,stem
U101803,resume_template_form,San Diego State,non_target,senior,Political Science,other
U101798,info_session_registration,Boston College,semi_target,senior,Accounting,finance_econ
U100154,email_capture,New York University,target,senior,Economics,finance_econ
U100196,resume_template_form,Harvard University,target,senior,Communications,other
U101235,resume_template_form,Kent State University,non_target,senior,Engineering,stem
U101878,email_capture,University of Nevada,non_target,junior,Psychology,other
U100229,info_session_registration,Harvard University,target,sophomore,Mathematics,stem
U100411,email_capture,New York University,target,junior,Political Science,other
U101507,resume_template_form,UT Austin,semi_target,sophomore,Finance,finance_econ
U101158,self_completed_profile,University of Illinois,semi_target,senior,History,other
U101193,self_completed_profile,University of Michigan,target,junior,Statistics,stem
U100252,resume_template_form,University of Nevada,non_target,junior,Accounting,finance_econ
U101374,resume_template_form,Ohio State University,semi_target,senior,Psychology,other
U101211,email_capture,Emory University,semi_target,freshman,Engineering,stem
U101467,self_completed_profile,Cornell University,target,junior,Economics,finance_econ
U101258,info_session_registration,Arizona State University,non_target,freshman,Engineering,stem
U101839,resume_workshop_registration,Kent State University,non_target,sophomore,Economics,finance_econ
U101424,resume_template_form,Kent State University,non_target,senior,Engineering,stem
U100217,self_completed_profile,UT Austin,semi_target,junior,Economics,finance_econ
U101052,resume_workshop_registration,Emory University,semi_target,junior,History,other
U101153,info_session_registration,Temple University,non_target,freshman,Computer Science,stem
U101819,resume_template_form,University of Chicago,target,junior,History,other
U101830,self_completed_profile,Emory University,semi_target,freshman,Psychology,other
U101610,info_session_registration,Cornell University,target,senior,Economics,finance_econ
U100573,info_session_registration,New York University,target,senior,Mathematics,stem
U101775,info_session_registration,University of Virginia,semi_target,junior,Communications,other
U100082,resume_template_form,Kent State University,non_target,senior,Accounting,finance_econ
U101556,resume_template_form,New York University,target,sophomore,Communications,other
U101589,resume_workshop_registration,Emory University,semi_target,junior,Mathematics,stem
U100388,self_completed_profile,Boston College,semi_target,senior,Political Science,other
U100053,resume_workshop_registration,Ohio State University,semi_target,junior,Finance,finance_econ
U101735,self_completed_profile,San Diego State,non_target,freshman,Accounting,finance_econ
U100624,resume_template_form,New York University,target,freshman,Mathematics,stem
U101356,resume_workshop_registration,University of Virginia,semi_target,senior,Accounting,finance_econ
U101781,info_session_registration,Temple University,non_target,junior,Statistics,stem
U101423,resume_template_form,Kent State University,non_target,sophomore,Finance,finance_econ
U100230,self_completed_profile,Harvard University,target,senior,Statistics,stem
U100613,resume_template_form,University of Virginia,semi_target,sophomore,Finance,finance_econ
U101146,email_capture,San Diego State,non_target,junior,History,other
U101846,resume_template_form,University of Michigan,target,junior,Political Science,other
U101883,resume_template_form,Harvard University,target,sophomore,Finance,finance_econ
U101247,email_capture,University of Pennsylvania,target,senior,Psychology,other
U100630,resume_workshop_registration,UT Austin,semi_target,senior,History,other
U100948,resume_workshop_registration,Arizona State University,non_target,senior,Mathematics,stem
U101138,email_capture,New York University,target,junior,Political Science,other
U101242,email_capture,Ohio State University,semi_target,senior,Statistics,stem
U101513,resume_template_form,University of Kansas,non_target,sophomore,Accounting,finance_econ
U100923,resume_template_form,Arizona State University,non_target,freshman,History,other
U101269,info_session_registration,Emory University,semi_target,senior,Economics,finance_econ
U101891,resume_workshop_registration,Harvard University,target,sophomore,Statistics,stem
U100137,info_session_registration,San Diego State,non_target,freshman,Communications,other
U100965,info_session_registration,San Diego State,non_target,junior,Engineering,stem
U100501,resume_workshop_registration,Temple University,non_target,senior,Mathematics,stem
U100314,resume_template_form,University of Chicago,target,sophomore,Psychology,other
U101624,info_session_registration,Emory University,semi_target,junior,Economics,finance_econ
U101367,resume_template_form,University of Michigan,target,junior,Political Science,other
U101181,resume_workshop_registration,University of Virginia,semi_target,junior,Statistics,stem
U100062,resume_workshop_registration,Kent State University,non_target,junior,Computer Science,stem
U100538,resume_template_form,University of Illinois,semi_target,senior,Political Science,other
U100360,email_capture,Emory University,semi_target,sophomore,Psychology,other
U101290,resume_workshop_registration,Temple University,non_target,senior,Economics,finance_econ
U100899,email_capture,Temple University,non_target,senior,Statistics,stem
U101397,email_capture,Boston College,semi_target,senior,Computer Science,stem
U100891,resume_template_form,Ohio State University,semi_target,senior,Computer Science,stem
U100060,resume_template_form,University of Illinois,semi_target,freshman,Engineering,stem
U100509,resume_template_form,University of Virginia,semi_target,junior,Economics,finance_econ
U100363,info_session_registration,Ohio State University,semi_target,sophomore,Computer Science,stem
U101494,info_session_registration,San Diego State,non_target,junior,History,other
U101560,resume_workshop_registration,Kent State University,non_target,junior,Computer Science,stem
U101784,self_completed_profile,Harvard University,target,junior,Psychology,other
U100754,email_capture,University of Virginia,semi_target,junior,Communications,other
U101635,self_completed_profile,University of Kansas,non_target,junior,Computer Science,stem
U100223,resume_template_form,University of Kansas,non_target,senior,Communications,other
U100482,resume_template_form,University of Pennsylvania,target,senior,Computer Science,stem
U101565,info_session_registration,New York University,target,junior,Finance,finance_econ
U101073,info_session_registration,University of Chicago,target,junior,History,other
U101379,resume_template_form,Cornell University,target,junior,Computer Science,stem
U101753,self_completed_profile,University of Nevada,non_target,junior,Political Science,other
U101944,email_capture,University of Illinois,semi_target,freshman,Psychology,other
U100820,resume_template_form,Emory University,semi_target,senior,History,other
U101776,resume_template_form,New York University,target,sophomore,Psychology,other
U100880,resume_workshop_registration,University of Chicago,target,sophomore,Finance,finance_econ
U100013,resume_workshop_registration,New York University,target,senior,Finance,finance_econ
U101143,resume_template_form,University of Nevada,non_target,junior,History,other
U100974,resume_template_form,University of Illinois,semi_target,freshman,Computer Science,stem
U101542,resume_template_form,Harvard University,target,junior,History,other
U100600,info_session_registration,University of Kansas,non_target,junior,Statistics,stem
U101687,resume_workshop_registration,University of Michigan,target,junior,Political Science,other
U100763,info_session_registration,Arizona State University,non_target,freshman,Engineering,stem
U100867,resume_workshop_registration,Temple University,non_target,sophomore,Political Science,other
U101457,email_capture,Emory University,semi_target,junior,Finance,finance_econ
U101576,self_completed_profile,University of Kansas,non_target,senior,Economics,finance_econ
U100693,email_capture,Boston College,semi_target,senior,Communications,other
U101965,self_completed_profile,University of Nevada,non_target,junior,Statistics,stem
U101318,resume_workshop_registration,Ohio State University,semi_target,sophomore,Accounting,finance_econ
U100768,resume_workshop_registration,San Diego State,non_target,freshman,Communications,other
U101889,self_completed_profile,University of Kansas,non_target,sophomore,Political Science,other
U101222,self_completed_profile,University of Kansas,non_target,senior,Accounting,finance_econ
U100097,resume_template_form,University of Nevada,non_target,sophomore,History,other
U100812,resume_template_form,Boston College,semi_target,senior,History,other
U100706,info_session_registration,University of Chicago,target,freshman,Statistics,stem
U100522,email_capture,Harvard University,target,junior,Political Science,other
U101879,resume_template_form,UT Austin,semi_target,senior,Statistics,stem
U101419,email_capture,University of Virginia,semi_target,sophomore,Economics,finance_econ
U101900,resume_template_form,Boston College,semi_target,freshman,Statistics,stem
U101357,resume_template_form,Emory University,semi_target,junior,Accounting,finance_econ
U100919,email_capture,Ohio State University,semi_target,junior,Engineering,stem
U100016,info_session_registration,Ohio State University,semi_target,freshman,Communications,other
U100567,resume_workshop_registration,Arizona State University,non_target,sophomore,Political Science,other
U100389,resume_template_form,University of Michigan,target,sophomore,Political Science,other
U100582,self_completed_profile,San Diego State,non_target,senior,Political Science,other
U100561,email_capture,Boston College,semi_target,senior,Computer Science,stem
U101925,info_session_registration,Kent State University,non_target,freshman,Economics,finance_econ
U100426,resume_template_form,University of Michigan,target,junior,Economics,finance_econ
U101618,resume_template_form,San Diego State,non_target,sophomore,Engineering,stem
U100337,email_capture,Cornell University,target,sophomore,Communications,other
U101960,resume_workshop_registration,Harvard University,target,freshman,Computer Science,stem
U100139,self_completed_profile,San Diego State,non_target,sophomore,Political Science,other
U101372,self_completed_profile,University of Nevada,non_target,junior,Psychology,other
U101676,info_session_registration,University of Virginia,semi_target,senior,Accounting,finance_econ
U100760,email_capture,Temple University,non_target,junior,Mathematics,stem
U101427,resume_template_form,Kent State University,non_target,junior,Psychology,other
U101289,email_capture,University of Illinois,semi_target,junior,Finance,finance_econ
U100490,resume_workshop_registration,Boston College,semi_target,junior,Communications,other
U100099,resume_workshop_registration,University of Illinois,semi_target,senior,Statistics,stem
U101436,self_completed_profile,UT Austin,semi_target,senior,History,other
U100043,info_session_registration,University of Kansas,non_target,senior,Statistics,stem
U100669,resume_template_form,Harvard University,target,junior,Communications,other
U100057,resume_workshop_registration,Harvard University,target,senior,Communications,other
U101961,resume_template_form,Ohio State University,semi_target,junior,Economics,finance_econ
U100512,info_session_registration,New York University,target,freshman,Statistics,stem
U100216,info_session_registration,Emory University,semi_target,junior,History,other
U100443,resume_template_form,University of Illinois,semi_target,senior,Finance,finance_econ
U100081,info_session_registration,Harvard University,target,sophomore,Statistics,stem
U100273,info_session_registration,University of Kansas,non_target,senior,Statistics,stem
U101623,email_capture,University of Virginia,semi_target,junior,Statistics,stem
U100492,resume_workshop_registration,San Diego State,non_target,junior,History,other
U101701,resume_template_form,Emory University,semi_target,junior,History,other
U100442,resume_workshop_registration,Boston College,semi_target,junior,Finance,finance_econ
U100721,info_session_registration,Cornell University,target,freshman,Statistics,stem
U101567,resume_template_form,Harvard University,target,sophomore,Communications,other
U100368,resume_template_form,San Diego State,non_target,sophomore,Computer Science,stem
U101406,email_capture,Boston College,semi_target,senior,Computer Science,stem
U101840,resume_workshop_registration,University of Michigan,target,junior,Accounting,finance_econ
U101591,resume_template_form,Ohio State University,semi_target,senior,Political Science,other
U100949,resume_workshop_registration,San Diego State,non_target,junior,Psychology,other
U100163,resume_workshop_registration,Boston College,semi_target,junior,Finance,finance_econ
U101286,email_capture,University of Kansas,non_target,sophomore,History,other
U101238,resume_workshop_registration,Emory University,semi_target,sophomore,History,other
U100006,email_capture,Ohio State University,semi_target,junior,Economics,finance_econ
U101670,resume_template_form,Harvard University,target,senior,Accounting,finance_econ
U101647,info_session_registration,Harvard University,target,freshman,History,other
U100869,resume_template_form,UT Austin,semi_target,junior,Statistics,stem
U100884,resume_workshop_registration,Boston College,semi_target,junior,Finance,finance_econ
U100617,email_capture,Temple University,non_target,junior,Finance,finance_econ
U100333,resume_template_form,Arizona State University,non_target,sophomore,History,other
U100347,resume_template_form,University of Nevada,non_target,senior,Engineering,stem
U101580,email_capture,University of Kansas,non_target,junior,Mathematics,stem
U100825,resume_template_form,University of Michigan,target,junior,Finance,finance_econ
U101022,resume_template_form,UT Austin,semi_target,junior,Psychology,other
U101801,resume_workshop_registration,University of Nevada,non_target,senior,Finance,finance_econ
U101446,resume_template_form,Boston College,semi_target,junior,Finance,finance_econ
U101028,resume_template_form,University of Pennsylvania,target,senior,Communications,other
U100289,info_session_registration,Ohio State University,semi_target,sophomore,Economics,finance_econ
U101677,info_session_registration,University of Michigan,target,senior,Accounting,finance_econ
U100550,resume_workshop_registration,University of Nevada,non_target,junior,Communications,other
U101503,resume_workshop_registration,University of Kansas,non_target,junior,Mathematics,stem
U100055,resume_template_form,New York University,target,junior,Economics,finance_econ
U101178,info_session_registration,University of Illinois,semi_target,junior,Economics,finance_econ
U101245,resume_template_form,University of Michigan,target,sophomore,Political Science,other
U101692,email_capture,Boston College,semi_target,sophomore,Statistics,stem
U100090,resume_template_form,Temple University,non_target,junior,Engineering,stem
U101162,resume_template_form,UT Austin,semi_target,freshman,Psychology,other
U100543,resume_workshop_registration,Temple University,non_target,freshman,Mathematics,stem
U101570,resume_workshop_registration,University of Kansas,non_target,sophomore,Economics,finance_econ
U101348,info_session_registration,Temple University,non_target,freshman,History,other
U100835,email_capture,Emory University,semi_target,freshman,Psychology,other
U101179,resume_template_form,University of Virginia,semi_target,senior,Finance,finance_econ
U101529,resume_workshop_registration,Emory University,semi_target,freshman,Finance,finance_econ
U101031,resume_workshop_registration,Boston College,semi_target,sophomore,Political Science,other
U102002,info_session_registration,Ohio State University,semi_target,junior,Computer Science,stem
U101699,email_capture,University of Chicago,target,junior,Computer Science,stem
U100728,resume_workshop_registration,University of Chicago,target,junior,Political Science,other
U101997,self_completed_profile,Arizona State University,non_target,sophomore,Psychology,other
U101719,resume_template_form,Boston College,semi_target,senior,Accounting,finance_econ
U100935,resume_workshop_registration,Cornell University,target,junior,Statistics,stem
U101240,info_session_registration,University of Virginia,semi_target,sophomore,Communications,other
U101709,self_completed_profile,University of Pennsylvania,target,sophomore,Computer Science,stem
U101451,resume_template_form,University of Chicago,target,junior,Mathematics,stem
U100647,resume_template_form,Emory University,semi_target,junior,Statistics,stem
U101027,self_completed_profile,UT Austin,semi_target,senior,Engineering,stem
U101049,email_capture,University of Illinois,semi_target,senior,Political Science,other
U100745,email_capture,University of Kansas,non_target,freshman,Psychology,other
U100316,email_capture,Temple University,non_target,senior,History,other
U101069,self_completed_profile,San Diego State,non_target,junior,Finance,finance_econ
U100809,resume_template_form,Boston College,semi_target,senior,Finance,finance_econ
U101732,resume_template_form,New York University,target,senior,History,other
U101123,resume_workshop_registration,University of Michigan,target,freshman,Accounting,finance_econ
U101617,resume_template_form,Ohio State University,semi_target,sophomore,Mathematics,stem
U101389,self_completed_profile,Cornell University,target,senior,Accounting,finance_econ
U101587,resume_workshop_registration,UT Austin,semi_target,senior,Finance,finance_econ
U101633,resume_workshop_registration,University of Virginia,semi_target,senior,Communications,other
U100577,self_completed_profile,University of Kansas,non_target,sophomore,Statistics,stem
U100879,resume_template_form,UT Austin,semi_target,sophomore,Political Science,other
U101057,resume_workshop_registration,San Diego State,non_target,freshman,Accounting,finance_econ
U100519,resume_workshop_registration,Boston College,semi_target,sophomore,Communications,other
U100864,email_capture,University of Kansas,non_target,junior,Economics,finance_econ
U101177,resume_template_form,University of Nevada,non_target,junior,History,other
U101093,resume_template_form,Emory University,semi_target,senior,Finance,finance_econ
U100702,info_session_registration,University of Michigan,target,sophomore,Engineering,stem
U100713,info_session_registration,Harvard University,target,sophomore,Statistics,stem
U100263,email_capture,Kent State University,non_target,senior,Psychology,other
U101971,email_capture,Harvard University,target,senior,Mathematics,stem
U100398,resume_template_form,Arizona State University,non_target,senior,Mathematics,stem
U101096,self_completed_profile,University of Illinois,semi_target,junior,Finance,finance_econ
U101005,resume_workshop_registration,University of Chicago,target,junior,Psychology,other
U100364,resume_template_form,Temple University,non_target,junior,Engineering,stem
U100978,email_capture,Ohio State University,semi_target,junior,Economics,finance_econ
U101277,resume_workshop_registration,University of Illinois,semi_target,junior,Statistics,stem
U101426,resume_workshop_registration,UT Austin,semi_target,senior,Statistics,stem
U100319,resume_workshop_registration,Temple University,non_target,sophomore,Communications,other
U101133,resume_template_form,San Diego State,non_target,sophomore,Political Science,other
U101744,self_completed_profile,Kent State University,non_target,freshman,Political Science,other
U100716,info_session_registration,San Diego State,non_target,sophomore,Communications,other
U100765,info_session_registration,University of Nevada,non_target,junior,Economics,finance_econ
U101321,self_completed_profile,Boston College,semi_target,junior,Political Science,other
U101964,email_capture,Cornell University,target,freshman,Statistics,stem
U100900,self_completed_profile,Emory University,semi_target,senior,Communications,other
U101955,resume_template_form,Ohio State University,semi_target,junior,Psychology,other
U101838,resume_template_form,Arizona State University,non_target,freshman,Finance,finance_econ
U100987,resume_workshop_registration,Emory University,semi_target,junior,Finance,finance_econ
U101449,resume_template_form,Harvard University,target,junior,Mathematics,stem
U101834,info_session_registration,Boston College,semi_target,freshman,Finance,finance_econ
U101191,email_capture,Cornell University,target,sophomore,Mathematics,stem
U100510,resume_template_form,University of Virginia,semi_target,senior,Communications,other
U100815,info_session_registration,University of Michigan,target,junior,Mathematics,stem
U101685,resume_template_form,University of Chicago,target,senior,Communications,other
U100915,info_session_registration,New York University,target,freshman,Political Science,other
U100279,info_session_registration,Ohio State University,semi_target,senior,Engineering,stem
U100131,info_session_registration,University of Illinois,semi_target,sophomore,Finance,finance_econ
U101637,self_completed_profile,New York University,target,junior,Communications,other
U100129,resume_workshop_registration,Boston College,semi_target,freshman,Accounting,finance_econ
U100367,resume_workshop_registration,New York University,target,senior,Economics,finance_econ
U101940,info_session_registration,Temple University,non_target,sophomore,Statistics,stem
U100606,resume_template_form,Harvard University,target,junior,History,other
U101302,email_capture,New York University,target,sophomore,History,other
U100014,resume_template_form,University of Pennsylvania,target,senior,History,other
U101100,resume_workshop_registration,San Diego State,non_target,senior,Statistics,stem
