user_id,profile_source,has_profile,university_name,school_tier,class_year,major_name,major_cat,mentor_booked,live_resume_used,resume_tool_used,course_previews,target_co_searches,logins,content_views,forum_posts,total_events,intent_events,intent_ratio,tenure_days,days_since_active,email_open_rate,email_click_rate,has_email_record,upgraded
U100311,info_session_registration,1,University of Pennsylvania,target,freshman,Political Science,other,0,0,1,4,7,11,10,5,38,12,0.316,189,1,0.64,0.261,1,0
U101741,email_capture,1,University of Virginia,semi_target,freshman,History,other,0,0,0,2,2,1,3,0,8,4,0.5,193,5,0.305,0.109,1,0
U100492,resume_workshop_registration,1,San Diego State,non_target,junior,History,other,0,0,0,3,1,4,6,0,14,4,0.286,187,13,0.339,0.15,1,0
U100044,resume_template_form,1,University of Pennsylvania,target,junior,Engineering,stem,0,0,1,1,2,11,30,4,49,4,0.082,206,0,0.701,0.376,1,0
U101922,resume_template_form,1,Emory University,semi_target,junior,Finance,finance_econ,0,0,0,0,0,7,19,2,28,0,0.0,207,2,0.416,0.194,1,0
U100689,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,1,2,8,3,0,15,4,0.267,209,0,0.273,0.125,1,0
U101804,resume_template_form,1,University of Virginia,semi_target,junior,Economics,finance_econ,1,0,0,2,0,10,13,0,26,3,0.115,199,8,0.6,0.311,1,0
U101039,email_capture,1,UT Austin,semi_target,sophomore,Accounting,finance_econ,0,1,0,3,4,11,12,0,31,8,0.258,190,14,0.768,0.393,1,0
U100573,info_session_registration,1,New York University,target,senior,Mathematics,stem,0,0,1,2,3,13,20,3,42,6,0.143,166,26,0.583,0.245,1,0
U100526,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,8,9,0,17,0,0.0,189,18,0.339,0.176,1,0
U100324,resume_template_form,1,University of Nevada,non_target,freshman,Mathematics,stem,0,0,0,1,1,5,11,0,18,2,0.111,188,20,0.54,0.304,1,0
U100771,resume_template_form,1,Ohio State University,semi_target,freshman,History,other,0,0,0,0,0,3,11,3,17,0,0.0,186,9,0.46,0.262,1,0
U101893,email_capture,1,University of Kansas,non_target,sophomore,Computer Science,stem,0,1,0,0,1,7,17,2,28,2,0.071,188,14,0.604,0.248,1,0
U101566,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,4,5,0,9,0,0.0,191,15,0.317,0.122,1,0
U100836,email_capture,1,Cornell University,target,junior,Engineering,stem,0,0,1,3,4,13,15,3,39,8,0.205,199,3,0.363,0.191,1,0
U101680,resume_workshop_registration,1,Ohio State University,semi_target,junior,Statistics,stem,0,0,0,3,0,13,14,2,32,3,0.094,202,7,0.719,0.352,1,0
U100480,resume_template_form,1,Harvard University,target,senior,Finance,finance_econ,1,0,1,5,7,11,13,3,41,14,0.341,197,8,0.831,0.478,1,1
U100802,email_capture,1,University of Virginia,semi_target,senior,Political Science,other,0,0,0,0,0,3,2,1,6,0,0.0,140,16,0.121,0.056,1,0
U101245,resume_template_form,1,University of Michigan,target,sophomore,Political Science,other,0,0,1,0,0,1,5,0,7,1,0.143,107,89,0.283,0.126,1,0
U100026,email_capture,1,University of Virginia,semi_target,sophomore,Statistics,stem,0,0,1,1,4,10,13,0,29,6,0.207,201,6,0.532,0.297,1,0
U101627,resume_workshop_registration,1,UT Austin,semi_target,junior,Finance,finance_econ,0,0,1,2,7,9,8,0,27,10,0.37,204,4,0.718,0.32,1,0
U101421,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,12,7,1,20,0,0.0,187,16,0.243,0.109,1,0
U100570,resume_workshop_registration,1,Arizona State University,non_target,senior,Computer Science,stem,1,0,1,2,3,14,14,0,35,7,0.2,188,13,0.679,0.268,1,0
U101065,info_session_registration,1,Harvard University,target,senior,Communications,other,0,0,0,3,5,13,17,2,40,8,0.2,198,9,0.69,0.4,1,0
U100394,email_capture,1,University of Pennsylvania,target,freshman,History,other,0,0,0,0,0,5,6,0,11,0,0.0,167,30,0.386,0.213,1,0
U100456,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,1,10,15,3,29,1,0.034,209,0,0.536,0.246,1,0
U100975,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,2,3,1,1,0,7,5,0.714,126,18,0.375,0.167,1,0
U101980,resume_workshop_registration,1,Ohio State University,semi_target,junior,Finance,finance_econ,1,0,1,5,6,7,14,2,36,13,0.361,191,18,0.722,0.363,1,1
U100557,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,0,0,4,8,8,8,4,33,13,0.394,206,2,0.878,0.43,1,0
U101821,info_session_registration,1,Temple University,non_target,freshman,Finance,finance_econ,1,0,1,4,7,12,15,2,42,13,0.31,200,6,0.576,0.339,1,0
U100725,email_capture,1,University of Nevada,non_target,sophomore,Psychology,other,0,0,0,2,4,9,21,1,37,6,0.162,192,12,0.685,0.36,1,0
U100262,resume_template_form,1,Harvard University,target,senior,Finance,finance_econ,0,0,0,0,3,10,20,0,33,3,0.091,194,5,0.589,0.225,1,0
U101623,email_capture,1,University of Virginia,semi_target,junior,Statistics,stem,0,0,1,0,2,6,8,3,20,3,0.15,191,5,0.5,0.195,1,0
U101931,email_capture,1,Arizona State University,non_target,sophomore,Political Science,other,0,0,0,1,0,7,4,0,12,1,0.083,192,9,0.409,0.181,1,0
U100368,resume_template_form,1,San Diego State,non_target,sophomore,Computer Science,stem,0,1,0,4,6,17,15,1,44,11,0.25,191,15,0.687,0.376,1,0
U100857,resume_template_form,1,Boston College,semi_target,senior,Statistics,stem,0,0,0,2,1,15,20,3,41,3,0.073,207,0,0.567,0.259,1,0
U101398,self_completed_profile,1,University of Virginia,semi_target,junior,History,other,0,0,1,0,2,7,7,0,17,3,0.176,198,10,0.471,0.263,1,0
U100576,resume_template_form,1,University of Nevada,non_target,sophomore,Accounting,finance_econ,0,1,1,0,2,6,17,0,27,4,0.148,198,1,0.524,0.217,1,0
U101312,email_capture,1,Boston College,semi_target,junior,History,other,0,0,1,0,1,6,6,1,15,2,0.133,195,1,0.265,0.115,1,0
U101010,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,0,1,5,4,12,20,3,46,11,0.239,201,6,0.507,0.271,1,0
U100881,resume_workshop_registration,1,University of Nevada,non_target,junior,Finance,finance_econ,0,0,0,4,2,20,25,3,54,6,0.111,202,6,0.61,0.333,1,1
U101703,info_session_registration,1,University of Nevada,non_target,sophomore,History,other,0,0,0,2,0,4,1,0,7,2,0.286,130,79,0.253,0.14,1,0
U101294,resume_template_form,1,Cornell University,target,junior,Statistics,stem,1,0,0,0,0,9,6,0,16,1,0.062,119,58,0.302,0.161,1,0
U101878,email_capture,1,University of Nevada,non_target,junior,Psychology,other,0,0,1,2,0,17,22,2,44,3,0.068,205,4,0.448,0.202,1,0
U101347,email_capture,1,Cornell University,target,sophomore,Communications,other,1,1,0,2,5,9,15,1,34,9,0.265,199,7,0.696,0.253,1,0
U101184,resume_template_form,1,Ohio State University,semi_target,freshman,Communications,other,0,0,0,0,0,1,1,0,2,0,0.0,98,98,0.248,0.117,1,0
U100962,email_capture,1,University of Chicago,target,junior,Accounting,finance_econ,1,0,1,6,5,21,26,2,62,13,0.21,206,1,0.702,0.387,1,1
U101338,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,1,0,0,0,14,6,2,23,1,0.043,175,8,0.378,0.216,1,0
U100825,resume_template_form,1,University of Michigan,target,junior,Finance,finance_econ,0,0,0,0,1,10,8,0,19,1,0.053,201,7,0.383,0.17,1,0
U101300,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,1,3,4,1,9,1,0.111,174,32,0.264,0.15,1,0
U100378,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,5,13,0,18,0,0.0,180,1,0.326,0.145,1,0
U101256,resume_template_form,1,Boston College,semi_target,junior,Economics,finance_econ,1,0,0,0,0,9,13,0,23,1,0.043,199,5,0.287,0.17,1,0
U100685,info_session_registration,1,UT Austin,semi_target,junior,Accounting,finance_econ,0,1,0,3,1,9,14,1,29,5,0.172,170,36,0.465,0.226,1,0
U101511,resume_workshop_registration,1,Temple University,non_target,freshman,Economics,finance_econ,0,0,0,0,1,9,9,4,23,1,0.043,192,7,0.378,0.165,1,0
U100538,resume_template_form,1,University of Illinois,semi_target,senior,Political Science,other,0,1,0,0,1,6,15,1,24,2,0.083,197,3,0.413,0.242,1,0
U100899,email_capture,1,Temple University,non_target,senior,Statistics,stem,0,0,0,0,0,1,1,0,2,0,0.0,31,33,0.165,0.08,1,0
U101933,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,1,2,3,7,0,13,3,0.231,198,2,0.477,0.247,1,0
U101444,email_capture,1,Harvard University,target,freshman,Engineering,stem,0,0,0,2,1,16,16,3,38,3,0.079,186,15,0.654,0.247,1,0
U101291,email_capture,1,Temple University,non_target,freshman,Computer Science,stem,0,0,0,1,0,4,3,0,8,1,0.125,158,6,0.217,0.089,1,0
U100918,info_session_registration,1,University of Kansas,non_target,junior,Psychology,other,0,0,0,1,0,13,16,2,32,1,0.031,184,24,0.494,0.224,1,0
U101968,resume_template_form,1,UT Austin,semi_target,junior,Political Science,other,0,0,0,0,0,10,9,1,20,0,0.0,188,14,0.318,0.144,1,0
U100823,resume_workshop_registration,1,University of Pennsylvania,target,junior,Finance,finance_econ,0,0,1,4,7,6,7,3,28,12,0.429,191,16,0.737,0.42,1,0
U100288,resume_template_form,1,Emory University,semi_target,junior,Computer Science,stem,0,0,0,0,0,11,12,1,24,0,0.0,193,13,0.378,0.151,1,0
U100129,resume_workshop_registration,1,Boston College,semi_target,freshman,Accounting,finance_econ,0,0,0,0,1,12,5,2,20,1,0.05,198,4,0.513,0.275,1,0
U101971,email_capture,1,Harvard University,target,senior,Mathematics,stem,0,0,0,0,1,3,8,0,12,1,0.083,179,2,0.393,0.186,1,0
U101008,email_capture,1,San Diego State,non_target,senior,Political Science,other,0,0,0,0,0,4,7,0,11,0,0.0,146,11,0.288,0.108,1,0
U101301,email_capture,1,Arizona State University,non_target,freshman,Economics,finance_econ,1,0,0,1,2,3,10,0,17,4,0.235,160,5,0.67,0.325,1,0
U100482,resume_template_form,1,University of Pennsylvania,target,senior,Computer Science,stem,0,1,0,1,5,9,7,0,23,7,0.304,206,3,0.0,0.0,0,0
U101784,self_completed_profile,1,Harvard University,target,junior,Psychology,other,0,0,0,3,0,1,1,0,5,3,0.6,192,12,0.339,0.159,1,0
U100750,resume_template_form,1,University of Virginia,semi_target,junior,Accounting,finance_econ,0,1,0,6,9,16,26,3,61,16,0.262,189,20,0.849,0.388,1,0
U101638,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,7,5,4,11,0,28,13,0.464,161,16,0.58,0.29,1,0
U100748,resume_workshop_registration,1,UT Austin,semi_target,junior,History,other,0,0,0,1,4,8,10,1,24,5,0.208,186,20,0.473,0.228,1,0
U101891,resume_workshop_registration,1,Harvard University,target,sophomore,Statistics,stem,0,0,0,0,1,9,11,3,24,1,0.042,195,11,0.612,0.22,1,0
U100647,resume_template_form,1,Emory University,semi_target,junior,Statistics,stem,0,0,1,2,3,13,22,4,45,6,0.133,193,6,0.561,0.327,1,0
U101322,resume_template_form,1,New York University,target,freshman,Accounting,finance_econ,0,0,1,1,4,15,23,1,45,6,0.133,194,0,0.712,0.35,1,0
U100043,info_session_registration,1,University of Kansas,non_target,senior,Statistics,stem,0,0,0,0,0,4,5,0,9,0,0.0,179,18,0.219,0.079,1,0
U101507,resume_template_form,1,UT Austin,semi_target,sophomore,Finance,finance_econ,1,0,0,0,0,9,19,2,31,1,0.032,189,1,0.352,0.128,1,0
U100670,email_capture,1,University of Nevada,non_target,senior,Communications,other,0,0,0,0,0,12,17,2,31,0,0.0,188,13,0.374,0.143,1,0
U100289,info_session_registration,1,Ohio State University,semi_target,sophomore,Economics,finance_econ,1,0,0,5,7,4,6,0,23,13,0.565,194,3,0.616,0.324,1,0
U101298,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,0,2,4,15,1,23,3,0.13,201,8,0.689,0.374,1,0
U100792,email_capture,1,Arizona State University,non_target,junior,History,other,0,0,1,0,0,5,8,1,15,1,0.067,176,12,0.392,0.233,1,0
U100243,resume_workshop_registration,1,Ohio State University,semi_target,senior,Statistics,stem,0,0,0,2,2,9,15,2,30,4,0.133,204,1,0.538,0.244,1,0
U100852,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,0,3,9,12,2,27,4,0.148,195,11,0.621,0.253,1,0
U101112,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,1,6,7,0,14,1,0.071,177,3,0.38,0.14,1,1
U101454,resume_template_form,1,Boston College,semi_target,senior,Engineering,stem,1,0,0,4,8,11,13,0,37,13,0.351,196,12,0.621,0.368,1,0
U100400,email_capture,1,New York University,target,junior,Economics,finance_econ,1,0,1,2,7,7,7,0,25,11,0.44,206,0,0.523,0.212,1,1
U101835,resume_template_form,1,Emory University,semi_target,senior,Finance,finance_econ,0,0,1,0,1,3,5,0,10,2,0.2,192,10,0.25,0.092,1,0
U101879,resume_template_form,1,UT Austin,semi_target,senior,Statistics,stem,0,0,1,1,3,9,14,0,28,5,0.179,205,2,0.708,0.305,1,0
U101477,email_capture,1,Ohio State University,semi_target,freshman,Accounting,finance_econ,0,0,0,0,0,6,14,2,22,0,0.0,200,8,0.169,0.07,1,0
U101147,self_completed_profile,1,University of Pennsylvania,target,junior,Economics,finance_econ,1,0,0,3,2,15,25,3,49,6,0.122,192,5,0.566,0.294,1,0
U100351,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,5,11,0,16,0,0.0,185,15,0.146,0.057,1,0
U100872,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,0,0,8,9,1,19,1,0.053,202,3,0.378,0.14,1,0
U101496,resume_template_form,1,Kent State University,non_target,senior,Economics,finance_econ,0,0,1,2,2,7,15,1,28,5,0.179,197,12,0.411,0.211,1,1
U101035,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,1,1,7,17,0,26,2,0.077,199,0,0.45,0.191,1,1
U101826,resume_workshop_registration,1,University of Kansas,non_target,junior,Statistics,stem,1,0,1,1,1,8,23,0,35,4,0.114,183,14,0.472,0.223,1,0
U101167,resume_template_form,1,Ohio State University,semi_target,senior,Accounting,finance_econ,0,0,1,5,2,8,8,0,24,8,0.333,207,1,0.56,0.31,1,0
U100148,info_session_registration,1,UT Austin,semi_target,senior,Computer Science,stem,0,0,0,3,6,9,8,2,28,9,0.321,197,2,0.734,0.301,1,0
U101533,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,1,12,14,2,29,1,0.034,203,2,0.466,0.249,1,0
U101591,resume_template_form,1,Ohio State University,semi_target,senior,Political Science,other,1,1,1,7,3,9,10,2,34,13,0.382,205,3,0.699,0.26,1,0
U100604,resume_template_form,1,Temple University,non_target,junior,Communications,other,0,0,0,0,1,6,9,0,16,1,0.062,188,18,0.464,0.26,1,0
U100360,email_capture,1,Emory University,semi_target,sophomore,Psychology,other,0,0,0,0,0,8,17,2,27,0,0.0,186,13,0.302,0.168,1,0
U101011,resume_template_form,1,University of Michigan,target,senior,Economics,finance_econ,0,0,1,3,3,8,2,0,17,7,0.412,194,7,0.463,0.24,1,0
U101967,resume_workshop_registration,1,University of Chicago,target,sophomore,Accounting,finance_econ,0,0,1,5,6,16,17,2,47,12,0.255,206,3,0.624,0.364,1,0
U101830,self_completed_profile,1,Emory University,semi_target,freshman,Psychology,other,0,0,1,1,3,10,12,1,28,5,0.179,186,5,0.701,0.351,1,0
U101953,resume_workshop_registration,1,University of Chicago,target,senior,Mathematics,stem,1,0,0,5,4,6,37,5,58,10,0.172,204,1,0.802,0.475,1,1
U101070,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,1,0,0,0,6,16,0,23,1,0.043,167,30,0.27,0.156,1,0
U101987,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,1,0,0,0,7,6,0,14,1,0.071,187,5,0.181,0.095,1,0
U101646,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,11,30,3,44,0,0.0,207,2,0.509,0.193,1,0
U101423,resume_template_form,1,Kent State University,non_target,sophomore,Finance,finance_econ,1,0,1,2,1,4,1,0,10,5,0.5,191,18,0.434,0.251,1,0
U100531,resume_template_form,1,University of Nevada,non_target,sophomore,Political Science,other,0,0,1,1,2,10,14,0,28,4,0.143,200,6,0.587,0.337,1,0
U100177,resume_workshop_registration,1,Emory University,semi_target,senior,Psychology,other,0,0,0,0,3,10,11,0,24,3,0.125,199,3,0.484,0.287,1,0
U100998,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,1,0,1,5,16,27,4,55,8,0.145,199,2,0.807,0.408,1,0
U101334,email_capture,1,University of Nevada,non_target,senior,Economics,finance_econ,0,1,1,1,3,10,19,2,37,6,0.162,200,0,0.7,0.26,1,1
U101524,self_completed_profile,1,University of Michigan,target,senior,Communications,other,0,1,0,4,4,11,24,1,45,9,0.2,207,1,0.657,0.269,1,0
U100371,resume_template_form,1,University of Nevada,non_target,senior,Computer Science,stem,0,0,0,0,0,5,11,0,16,0,0.0,165,6,0.29,0.112,1,0
U100728,resume_workshop_registration,1,University of Chicago,target,junior,Political Science,other,0,0,1,2,3,7,11,0,24,6,0.25,178,4,0.488,0.259,1,0
U100346,resume_template_form,1,Harvard University,target,sophomore,Accounting,finance_econ,0,1,0,2,8,2,8,0,21,11,0.524,187,11,0.591,0.214,1,0
U101459,resume_workshop_registration,1,Harvard University,target,junior,Engineering,stem,1,0,0,2,4,9,22,3,41,7,0.171,194,8,0.51,0.289,1,0
U100354,email_capture,1,UT Austin,semi_target,junior,Finance,finance_econ,0,1,0,5,2,15,7,1,31,8,0.258,203,5,0.524,0.265,1,0
U100331,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,0,0,8,8,2,19,1,0.053,170,23,0.347,0.145,1,0
U100086,resume_workshop_registration,1,University of Pennsylvania,target,senior,Communications,other,1,0,0,2,7,5,9,0,24,10,0.417,204,0,0.587,0.323,1,0
U100720,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,5,5,0,10,0,0.0,202,2,0.365,0.191,1,0
U100754,email_capture,1,University of Virginia,semi_target,junior,Communications,other,0,0,0,0,2,7,24,5,38,2,0.053,203,5,0.815,0.395,1,0
U101861,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,1,2,5,12,1,21,3,0.143,196,12,0.426,0.172,1,0
U101417,resume_template_form,1,University of Nevada,non_target,sophomore,History,other,0,0,0,0,0,16,11,3,30,0,0.0,198,1,0.545,0.209,1,0
U101946,info_session_registration,1,University of Virginia,semi_target,senior,Engineering,stem,0,0,1,5,4,6,17,0,33,10,0.303,197,1,0.594,0.341,1,0
U100865,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,1,1,2,2,1,0,7,4,0.571,149,34,0.287,0.104,1,0
U100411,email_capture,1,New York University,target,junior,Political Science,other,0,1,1,3,4,11,20,3,43,9,0.209,208,0,0.747,0.43,1,0
U100334,resume_template_form,1,Harvard University,target,freshman,Accounting,finance_econ,0,0,1,5,7,16,19,1,49,13,0.265,193,13,0.653,0.297,1,0
U100569,email_capture,1,Kent State University,non_target,senior,Mathematics,stem,0,0,0,4,5,14,13,1,37,9,0.243,193,8,0.717,0.428,1,0
U101449,resume_template_form,1,Harvard University,target,junior,Mathematics,stem,1,0,0,5,9,18,18,6,57,15,0.263,207,1,0.769,0.346,1,0
U101164,self_completed_profile,1,Ohio State University,semi_target,sophomore,Economics,finance_econ,1,1,0,4,4,10,22,2,44,10,0.227,188,19,0.778,0.354,1,0
U101797,resume_workshop_registration,1,University of Illinois,semi_target,senior,Engineering,stem,1,1,1,5,5,12,17,8,50,13,0.26,208,1,0.699,0.366,1,0
U101357,resume_template_form,1,Emory University,semi_target,junior,Accounting,finance_econ,0,1,1,4,1,9,6,0,22,7,0.318,206,0,0.436,0.246,1,0
U100988,resume_template_form,1,University of Pennsylvania,target,junior,Communications,other,0,0,1,2,2,17,17,1,40,5,0.125,183,0,0.801,0.407,1,0
U101266,resume_template_form,1,Boston College,semi_target,junior,History,other,0,0,0,2,7,8,19,3,39,9,0.231,207,2,0.712,0.359,1,0
U100563,resume_workshop_registration,1,University of Chicago,target,freshman,Accounting,finance_econ,0,0,1,1,1,6,6,0,15,3,0.2,165,4,0.469,0.213,1,0
U100752,resume_workshop_registration,1,Emory University,semi_target,sophomore,Engineering,stem,0,0,0,0,0,5,18,0,23,0,0.0,187,14,0.507,0.231,1,0
U101344,info_session_registration,1,Kent State University,non_target,senior,Computer Science,stem,0,0,1,0,1,9,9,2,22,2,0.091,186,9,0.312,0.144,1,0
U101748,email_capture,1,University of Virginia,semi_target,junior,Political Science,other,0,0,0,0,3,9,11,2,25,3,0.12,201,2,0.423,0.212,1,0
U101652,resume_template_form,1,Kent State University,non_target,sophomore,Engineering,stem,0,1,0,0,0,9,11,1,22,1,0.045,199,9,0.36,0.129,1,0
U100461,resume_template_form,1,Emory University,semi_target,sophomore,Finance,finance_econ,0,0,0,0,9,4,10,0,23,9,0.391,185,0,0.508,0.28,1,0
U100556,info_session_registration,1,Ohio State University,semi_target,freshman,Economics,finance_econ,0,1,0,4,0,3,4,0,12,5,0.417,201,5,0.334,0.152,1,0
U100202,resume_workshop_registration,1,University of Pennsylvania,target,junior,Economics,finance_econ,0,0,0,1,2,9,23,1,36,3,0.083,187,12,0.642,0.324,1,0
U101197,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,7,12,2,21,0,0.0,198,1,0.434,0.216,1,0
U100424,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,14,21,1,36,0,0.0,203,1,0.242,0.132,1,0
U101767,unknown,0,(not provided),unknown,unknown,(not provided),unknown,1,0,0,0,2,8,18,5,34,3,0.088,201,7,0.586,0.233,1,0
U100192,email_capture,1,University of Chicago,target,junior,Accounting,finance_econ,0,0,1,2,3,8,10,1,25,6,0.24,194,0,0.43,0.17,1,0
U101476,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,3,7,0,10,0,0.0,203,0,0.421,0.231,1,0
U100519,resume_workshop_registration,1,Boston College,semi_target,sophomore,Communications,other,0,0,0,3,5,9,15,1,33,8,0.242,207,0,0.72,0.38,1,0
U101308,info_session_registration,1,University of Chicago,target,freshman,Psychology,other,0,0,0,2,2,12,25,1,42,4,0.095,203,1,0.597,0.296,1,0
U100384,resume_template_form,1,University of Chicago,target,junior,Political Science,other,1,1,0,0,0,8,17,3,30,2,0.067,187,3,0.539,0.287,1,0
U101501,self_completed_profile,1,University of Pennsylvania,target,freshman,Economics,finance_econ,0,0,1,3,7,12,22,1,46,11,0.239,202,4,0.731,0.36,1,1
U101232,email_capture,1,Emory University,semi_target,junior,Mathematics,stem,0,0,0,2,1,6,3,0,12,3,0.25,204,2,0.429,0.198,1,0
U100425,self_completed_profile,1,Temple University,non_target,junior,Psychology,other,0,0,0,0,1,10,5,0,16,1,0.062,193,8,0.416,0.242,1,0
U100800,resume_workshop_registration,1,University of Virginia,semi_target,junior,Engineering,stem,0,0,1,2,2,1,5,0,11,5,0.455,136,65,0.583,0.328,1,0
U101961,resume_template_form,1,Ohio State University,semi_target,junior,Economics,finance_econ,0,0,1,3,11,9,23,0,47,15,0.319,203,2,0.7,0.398,1,0
U101072,info_session_registration,1,Temple University,non_target,freshman,Political Science,other,0,0,1,0,0,11,11,0,23,1,0.043,158,50,0.369,0.142,1,0
U100595,resume_template_form,1,Boston College,semi_target,senior,Psychology,other,0,0,0,0,0,13,20,4,37,0,0.0,202,0,0.445,0.24,1,0
U101991,resume_template_form,1,New York University,target,sophomore,Political Science,other,1,0,0,2,7,6,9,1,26,10,0.385,200,0,0.58,0.33,1,0
U101305,resume_workshop_registration,1,University of Virginia,semi_target,sophomore,Statistics,stem,0,0,0,1,4,7,13,1,26,5,0.192,203,4,0.608,0.257,1,0
U101194,resume_template_form,1,Harvard University,target,freshman,Political Science,other,0,0,0,3,5,2,8,1,19,8,0.421,187,2,0.572,0.31,1,0
U100339,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,2,1,0,3,0,0.0,149,37,0.272,0.127,1,0
U100497,resume_template_form,1,University of Kansas,non_target,sophomore,Statistics,stem,0,0,0,0,0,8,9,0,17,0,0.0,185,17,0.353,0.2,1,0
U100896,info_session_registration,1,Boston College,semi_target,freshman,Engineering,stem,0,0,0,1,0,1,1,0,3,1,0.333,21,69,0.369,0.143,1,0
U101666,email_capture,1,University of Pennsylvania,target,sophomore,Economics,finance_econ,0,0,0,3,4,9,7,1,24,7,0.292,194,15,0.608,0.266,1,0
U100162,resume_template_form,1,Boston College,semi_target,senior,Finance,finance_econ,0,1,1,1,2,5,17,1,28,5,0.179,183,25,0.659,0.377,1,1
U101170,email_capture,1,Cornell University,target,sophomore,History,other,1,1,1,2,5,14,22,2,48,10,0.208,200,4,0.874,0.423,1,0
U101481,self_completed_profile,1,Arizona State University,non_target,junior,History,other,1,1,0,0,1,3,4,0,10,3,0.3,148,34,0.328,0.192,1,0
U100025,email_capture,1,Temple University,non_target,junior,Computer Science,stem,0,0,0,0,0,9,17,1,27,0,0.0,193,12,0.455,0.264,1,0
U100869,resume_template_form,1,UT Austin,semi_target,junior,Statistics,stem,0,0,0,1,1,19,44,0,65,2,0.031,205,1,0.783,0.339,1,0
U101485,self_completed_profile,1,University of Chicago,target,junior,Engineering,stem,0,0,0,1,2,5,11,2,21,3,0.143,188,6,0.504,0.22,1,0
U101443,resume_template_form,1,University of Pennsylvania,target,freshman,Accounting,finance_econ,0,0,1,4,5,2,5,0,17,10,0.588,195,3,0.483,0.244,1,0
U100184,email_capture,1,University of Virginia,semi_target,senior,Communications,other,0,0,0,0,0,11,16,2,29,0,0.0,204,4,0.446,0.246,1,0
U101557,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,0,0,6,3,0,9,0,0.0,157,44,0.2,0.116,1,0
U100225,resume_template_form,1,UT Austin,semi_target,freshman,Psychology,other,0,0,1,0,0,1,4,0,6,1,0.167,179,16,0.406,0.185,1,0
U101377,info_session_registration,1,University of Illinois,semi_target,senior,History,other,1,0,1,9,5,5,2,0,23,16,0.696,181,9,0.519,0.21,1,1
U101109,unknown,0,(not provided),unknown,unknown,(not provided),unknown,0,0,0,1,2,8,13,0,24,3,0.125,204,3,0.377,0.212,1,0
U101517,resume_template_form,1,Harvard University,target,freshman,Economics,finance_econ,0,0,0,3,0,12,17,2,34,3,0.088,184,15,0.542,0.243,1,0
U101001,resume_template_form,1,Emory University,semi_target,junior,Mathematics,stem,0,0,0,0,0,4,13,0,17,0,0.0,173,27,0.356,0.191,1,0
U100913,resume_template_form,1,Kent State University,non_target,senior,Statistics,stem,0,1,0,1,5,5,10,0,22,7,0.318,207,0,0.536,0.21,1,0
U101503,resume_workshop_registration,1,University of Kansas,non_target,junior,Mathematics,stem,0,0,1,0,0,7,11,1,20,1,0.05,159,5,0.47,0.247,1,0
U100388,self_completed_profile,1,Boston College,semi_target,senior,Political Science,other,1,0,1,7,1,12,21,1,44,10,0.227,207,2,0.663,0.238,1,1
U100386,resume_workshop_registration,1,University of Pennsylvania,target,junior,Economics,finance_econ,1,0,0,1,3,2,8,1,16,5,0.312,145,39,0.509,0.287,1,0
U100181,self_completed_profile,1,Cornell University,target,freshman,Communications,other,0,0,0,2,0,5,4,1,12,2,0.167,199,5,0.342,0.179,1,0
U100901,info_session_registration,1,Emory University,semi_target,junior,Political Science,other,0,0,0,0,1,11,29,5,46,1,0.022,203,0,0.736,0.417,1,0
