user_id,upgraded,propensity
U100329,0,0.1476
U100303,0,0.1474
U101248,0,0.1472
U100865,0,0.1472
U101858,0,0.1472
U101820,0,0.1472
U100436,0,0.1468
U100198,0,0.1468
U101971,0,0.1467
U101210,0,0.146
U100340,0,0.1457
U101765,0,0.1456
U101782,0,0.1454
U101418,0,0.1452
U101863,1,0.1451
U101775,0,0.1448
U101118,0,0.1441
U101365,0,0.1441
U100348,0,0.144
U101406,0,0.1438
U100595,0,0.1436
U100698,0,0.1434
U101217,0,0.1432
U101560,0,0.1429
U101251,0,0.1428
U101962,0,0.1426
U101745,0,0.1426
U100970,0,0.1419
U100626,1,0.1417
U101995,0,0.1417
U101535,0,0.1411
U101205,0,0.1407
U101530,0,0.1403
U100793,0,0.1402
U100568,0,0.1398
U101658,0,0.1397
U101777,0,0.1395
U101901,0,0.1392
U100775,0,0.1381
U101234,0,0.1378
U101853,0,0.1376
U100357,0,0.1371
U101531,0,0.1367
U101813,0,0.1361
U100926,0,0.1361
U100858,0,0.1358
U101161,0,0.1354
U100424,0,0.1347
U101387,0,0.1345
U101877,0,0.1344
U100331,0,0.1343
U101411,0,0.1333
U101947,0,0.1325
U100281,0,0.1314
U100506,0,0.1311
U100062,0,0.1309
U101268,0,0.1305
U100306,0,0.1305
U100191,0,0.1304
U100291,0,0.1302
U101243,0,0.1296
U101915,0,0.1285
U101045,0,0.1284
U101625,0,0.1283
U101035,1,0.1283
U101871,0,0.1281
U100948,0,0.1278
U101105,0,0.1278
U100968,0,0.1271
U101799,0,0.1271
U100816,0,0.127
U101942,0,0.1269
U100975,0,0.1266
U100972,0,0.1265
U101109,0,0.1264
U100097,0,0.1264
U100396,0,0.1263
U101950,0,0.1261
U100992,0,0.1261
U101372,0,0.1258
U100605,0,0.1254
U101122,0,0.1254
U101424,0,0.1252
U100447,0,0.1246
U100249,0,0.1246
U101969,0,0.1244
U100116,0,0.124
U100817,0,0.1238
U101160,0,0.1231
U101626,1,0.1228
U101888,0,0.1223
U100227,0,0.1221
U100911,0,0.122
U100043,0,0.1214
U101466,0,0.121
U100150,0,0.1208
U101460,0,0.1207
U100582,0,0.1207
U100239,0,0.1203
U100233,0,0.1199
U101916,0,0.1199
U101900,1,0.1198
U100753,0,0.1196
U101700,0,0.1196
U100949,0,0.1194
U101112,1,0.1192
U100752,0,0.1191
U101099,0,0.119
U100294,0,0.1188
U100219,0,0.118
U101085,0,0.1177
U101617,0,0.1173
U101002,0,0.1172
U101592,0,0.1171
U100136,0,0.1169
U100167,1,0.1158
U101856,0,0.1157
U101756,1,0.1155
U100000,0,0.1155
U100391,0,0.1154
U101113,0,0.1152
U100445,0,0.1151
U100792,0,0.115
U100725,0,0.1146
U100366,0,0.1144
U100142,0,0.1143
U100225,0,0.1142
U101918,0,0.1138
U100785,0,0.1137
U101881,0,0.1137
U100693,0,0.1136
U101298,0,0.1132
U100011,0,0.1127
U100979,0,0.1118
U101873,0,0.1116
U100371,0,0.1116
U101533,0,0.1115
U101421,0,0.1113
U100923,0,0.1112
U101630,0,0.1108
U100565,0,0.1106
U100769,0,0.1106
U101408,0,0.1101
U100241,0,0.1099
U100046,0,0.1095
U100619,0,0.1093
U100184,0,0.1091
U101893,0,0.1089
U101280,0,0.1085
U101062,0,0.1079
U101848,0,0.1078
U100278,0,0.1077
U101697,0,0.1076
U101691,0,0.107
U100364,0,0.1065
U100807,0,0.1061
U100435,0,0.1055
U101741,0,0.1053
U101142,0,0.1051
U101116,0,0.1049
U101359,0,0.1049
U101151,0,0.1046
U101708,0,0.1045
U100667,0,0.1044
U101275,0,0.1043
U100336,0,0.104
U100428,0,0.1038
U101355,0,0.1038
U100808,0,0.1037
U100782,0,0.1037
U101130,0,0.1034
U100711,0,0.1034
U101920,0,0.1029
U101070,0,0.1026
U101661,0,0.1024
U101929,0,0.1023
U100745,0,0.1022
U100259,0,0.1019
U100132,0,0.1016
U100302,0,0.1013
U100670,0,0.1012
U101428,0,0.1009
U100159,0,0.1001
U100932,0,0.0998
U101943,0,0.0998
U101582,0,0.0996
U101477,0,0.0995
U101861,0,0.0995
U100226,0,0.0995
U101249,0,0.0986
U101662,0,0.0986
U100759,0,0.0982
U101106,0,0.098
U100456,0,0.0977
U101077,0,0.0974
U101933,0,0.0968
U101646,0,0.0968
U101053,0,0.0966
U101302,0,0.0965
U101620,0,0.096
U100981,0,0.096
U101019,0,0.0958
U101540,0,0.0953
U100078,0,0.095
U101936,0,0.0946
U101598,0,0.0946
U100554,0,0.0943
U100069,0,0.094
U101692,0,0.0939
U101930,0,0.0939
U101786,0,0.0938
U101209,0,0.0937
U101225,0,0.0934
U101097,0,0.0934
U100016,0,0.0933
U100984,0,0.0932
U100073,0,0.093
U100973,0,0.093
U100378,0,0.0926
U101994,0,0.0925
U101964,0,0.0924
U100275,0,0.0923
U101859,0,0.0922
U101825,0,0.0922
U100611,0,0.0915
U101970,0,0.0914
U100644,0,0.0913
U100060,0,0.0912
U100796,0,0.0907
U100724,0,0.0906
U100087,0,0.0903
U100007,0,0.0901
U101174,0,0.0893
U101033,0,0.0893
U100710,0,0.0892
U100802,0,0.0889
U101931,0,0.0886
U100604,0,0.0885
U100955,0,0.0885
U100001,0,0.0884
U101532,0,0.0883
U100189,0,0.0879
U101144,0,0.0873
U101979,0,0.0871
U100399,0,0.0871
U100337,0,0.0871
U101789,0,0.087
U100936,0,0.0868
U101923,0,0.0866
U100244,0,0.0859
U100760,0,0.0857
U101008,0,0.0856
U100941,0,0.0854
U100125,0,0.0849
U101293,0,0.0848
U101490,0,0.0842
U101001,0,0.0841
U100810,0,0.0838
U100295,0,0.0833
U100470,0,0.0831
U101330,0,0.0829
U100622,0,0.0818
U100110,0,0.0818
U101229,0,0.0817
U101107,0,0.0815
U101402,0,0.0812
U101254,0,0.0811
U101944,0,0.0811
U100588,0,0.081
U101667,0,0.0809
U100896,0,0.0806
U101621,0,0.0806
U100720,0,0.0803
U100921,0,0.0801
U101808,0,0.0799
U100829,0,0.0798
U101722,0,0.0798
U101029,0,0.0797
U101195,0,0.0794
U100526,0,0.0793
U101245,0,0.0786
U101197,0,0.0784
U100286,0,0.0783
U100834,0,0.0781
U101740,0,0.0781
U100895,1,0.0781
U100497,0,0.0778
U100248,0,0.0775
U101768,0,0.0773
U100052,0,0.0771
U100754,0,0.0771
U101146,0,0.0769
U100008,0,0.0768
U100351,0,0.0767
U101611,0,0.0766
U100974,0,0.0763
U100819,0,0.0762
U100579,0,0.0762
U100849,0,0.0759
U101325,0,0.0759
U100761,0,0.0758
U101816,0,0.0756
U100308,0,0.0754
U100967,0,0.0753
U101009,0,0.0751
U101143,0,0.0744
U101272,0,0.0742
U101483,0,0.0741
U100360,0,0.0737
U100185,0,0.0737
U101456,0,0.0727
U101283,0,0.0725
U101850,0,0.0723
U101566,0,0.0722
U100419,0,0.0721
U100067,0,0.0719
U101744,0,0.0718
U100799,0,0.0718
U100409,0,0.0717
U100587,0,0.0714
U101291,0,0.0713
U101976,0,0.0713
U101075,0,0.0713
U101807,0,0.0709
U101890,0,0.0709
U100025,0,0.0707
U100755,0,0.0707
U101218,0,0.0707
U100058,0,0.0701
U101912,0,0.0698
U101957,0,0.0697
U101018,0,0.0696
U101886,0,0.0688
U100548,0,0.0688
U101086,0,0.0683
U100394,0,0.0682
U100899,0,0.0676
U101250,0,0.0675
U100762,0,0.0674
U100946,0,0.0673
U101476,0,0.0671
U100271,0,0.0669
U101710,0,0.0665
U100980,0,0.0651
U101475,0,0.0647
U100804,0,0.0643
U100133,0,0.0641
U100193,0,0.0638
U100749,0,0.0636
U101480,0,0.0632
U101458,0,0.062
U101455,0,0.0615
U101759,0,0.0612
U101998,0,0.0608
U100287,0,0.0604
U100854,0,0.0597
U101295,0,0.0593
U100671,0,0.0588
U101763,0,0.0582
U101479,0,0.0579
U100083,0,0.0578
U101862,0,0.0577
U100264,0,0.0574
U101575,0,0.0573
U100677,0,0.0573
U100316,0,0.0572
U100712,0,0.0567
U101703,0,0.0567
U102004,0,0.0563
U100324,0,0.0561
U100621,0,0.0555
U101690,0,0.0548
U100297,0,0.0546
U100280,0,0.0537
U101945,0,0.0535
U100372,0,0.0533
U101898,0,0.0533
U101286,0,0.0527
U101549,0,0.0525
U101553,0,0.0522
U101557,0,0.0517
U101487,0,0.0511
U100777,0,0.0507
U100483,0,0.0502
U101764,0,0.0499
U101903,0,0.0498
U100771,0,0.0489
U101177,0,0.0482
U100339,0,0.0474
U101300,0,0.0473
U100263,0,0.047
U101242,0,0.0465
U101435,0,0.046
U100507,0,0.046
U101606,0,0.0455
U100155,0,0.0449
U100027,0,0.0437
U100742,0,0.0426
U102007,0,0.0424
U100345,0,0.0412
U101595,0,0.0404
U100379,0,0.0404
U101737,0,0.0397
U100931,0,0.0397
U100631,0,0.038
U101672,0,0.0377
U100312,0,0.0375
U100358,0,0.0367
U101354,0,0.0353
U101924,0,0.0347
U100524,0,0.0327
U101141,0,0.0327
U101176,0,0.0313
U101874,0,0.0268
U101307,0,0.0262
U100254,0,0.0257
U101910,0,0.0252
U101327,0,0.0218
U101184,0,0.0201
U101749,0,0.0153
U101892,0,0.0145
U100906,0,0.014
U100050,0,0.0139
U101914,0,0.0133
U101036,0,0.0115
U100879,0,0.0099
